"run_accession","biosample","bioproject","organism","taxid","instrument_model","platform","title"
"SRR29396047","SAMN41798082","PRJNA1121416","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","soil sample"
"SRR29396041","SAMN41798087","PRJNA1121416","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","soil sample"
"SRR29396036","SAMN41798092","PRJNA1121416","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","soil sample"
"SRR29396024","SAMN41798103","PRJNA1121416","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","soil sample"
"SRR29395986","SAMN41797980","PRJNA1121416","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","soil sample"
"SRR29653955","SAMN42163086","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.25.fa.600"
"SRR29653947","SAMN42163093","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.26.fa.587"
"SRR29653943","SAMN42163097","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.26.fa.603"
"SRR29653941","SAMN42163099","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.27.fa.582"
"SRR29653930","SAMN42163109","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.29.fa.574"
"SRR29653922","SAMN42163116","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.29.fa.605"
"SRR29653911","SAMN42163261","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.5.fa.584multi"
"SRR29653893","SAMN42163441","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.8.fa.582"
"SRR29653889","SAMN42163444","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.8.fa.604"
"SRR29653865","SAMN42163059","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.21.fa.606"
"SRR29653862","SAMN42163061","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.22.fa.580multi"
"SRR29653856","SAMN42163067","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.22.fa.610"
"SRR29653850","SAMN42163072","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.23.fa.594"
"SRR29653849","SAMN42163073","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.23.fa.605"
"SRR29653838","SAMN42163083","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.24.fa.595"
"SRR29653835","SAMN42163183","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.38.fa.607"
"SRR29653821","SAMN42163196","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.4.fa.581"
"SRR29653814","SAMN42163202","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.40.fa.fa.571"
"SRR29653809","SAMN42163207","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.41.fa.598"
"SRR29653803","SAMN42163212","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.42.fa.593"
"SRR29653802","SAMN42163213","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.42.fa.606"
"SRR29653773","SAMN42163033","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.19.fa.587"
"SRR29653772","SAMN42163034","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.19.fa.593"
"SRR29653769","SAMN42163037","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.19.fa.606"
"SRR29653739","SAMN42162814","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.11.fa.609"
"SRR29653729","SAMN42163150","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.33.fa.597"
"SRR29653719","SAMN42162897","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.13.fa.603"
"SRR29653711","SAMN42162933","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.14.fa.588"
"SRR29653705","SAMN42162957","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.15.fa.583"
"SRR29653686","SAMN42163155","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.34.fa.597"
"SRR29653681","SAMN42163160","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.35.fa.588"
"SRR29653670","SAMN42163170","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.37.fa.574"
"SRR29655085","SAMN42163342","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.60.fa.585"
"SRR29655078","SAMN42163348","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.61.fa.588"
"SRR29655052","SAMN42163476","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.87.fa.588"
"SRR29655050","SAMN42163478","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.87.fa.600"
"SRR29655040","SAMN42163487","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.89.fa.585"
"SRR29655032","SAMN42163239","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.46.fa.573"
"SRR29655028","SAMN42163504","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.92.fa.578"
"SRR29655015","SAMN42163366","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.64.fa.604"
"SRR29655004","SAMN42163376","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.67.fa.583"
"SRR29655001","SAMN42163378","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.67.fa.598"
"SRR29654972","SAMN42163515","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.94.fa.610"
"SRR29654970","SAMN42163517","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.95.fa.582"
"SRR29654963","SAMN42163523","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.97.fa.585"
"SRR29654956","SAMN42163530","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.98.fa.598"
"SRR29654939","SAMN42163404","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.72.fa.573"
"SRR29654938","SAMN42163405","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.72.fa.574"
"SRR29654937","SAMN42163406","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.72.fa.587"
"SRR29654936","SAMN42163407","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.72.fa.597"
"SRR29654917","SAMN42163424","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.76.fa.587"
"SRR29654907","SAMN42163243","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.46.fa.604"
"SRR29654899","SAMN42163251","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.48.fa.576"
"SRR29654893","SAMN42163256","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.49.fa.597"
"SRR29654891","SAMN42163258","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.49.fa.608"
"SRR29654883","SAMN42163272","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.50.fa.603"
"SRR29654878","SAMN42163277","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.51.fa.609multi"
"SRR29654858","SAMN42163449","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.81.fa.572"
"SRR29654854","SAMN42163453","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.81.fa.604"
"SRR29654851","SAMN42163455","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.82.fa.582"
"SRR29654828","SAMN42162769","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.101.fa.583"
"SRR29654822","SAMN42163295","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.54.fa.606"
"SRR29654819","SAMN42163298","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.55.fa.574"
"SRR29654816","SAMN42163300","PRJNA1129608","Bacteroidales bacterium",2030927,"Illumina HiSeq 4000","ILLUMINA","bin.55.fa.595"
"SRR30684716","SAMN40867248","PRJNA1097307","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","g_DMER64"
"SRR30684604","SAMN40867224","PRJNA1097307","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","g_CAG-873"
"SRR31054677","SAMN44301312","PRJNA1173332","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","Gut microorganism"
"SRR32315728","SAMN46480122","PRJNA1217130","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","Deep-sea_SAGS"
"SRR32397719","SAMN46889269","PRJNA1225495","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","Fecal microorganism"
"SRR32397718","SAMN46889270","PRJNA1225495","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","Fecal microorganism"
"ERR2397333","SAMEA43997668","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"ERR2397345","SAMEA44006668","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"ERR2397370","SAMEA44024668","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"ERR2397371","SAMEA44025418","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"ERR2397388","SAMEA44038168","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"ERR2397389","SAMEA44038918","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"ERR2397405","SAMEA80360668","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"SRR7539718","SAMN09639652","PRJNA480137","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium SpSt-544"
"SRR7787209","SAMN09639096","PRJNA480137","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium SpSt-1180"
"SRR7787367","SAMN09639055","PRJNA480137","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium SpSt-1143"
"SRR8626221","SAMN10967573","PRJNA522654","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Bacteroidales bacterium UWMA-0235"
"DRR101120","SAMD00093517","PRJDB6267","Bacteroidales bacterium",2030927,"Illumina MiSeq","ILLUMINA","Illumina MiSeq paired end sequencing of SAMD00093517"
"ERR2397317","SAMEA43985668","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"ERR2397326","SAMEA43992418","PRJEB18589","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Illumina HiSeq 2500 paired end sequencing"
"SRR5325850","SAMN06453537","PRJNA348753","Bacteroidales bacterium UBA6402",1950694,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6402"
"SRR5325852","SAMN06451829","PRJNA348753","Bacteroidales bacterium UBA6395",1950691,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6395"
"SRR5325854","SAMN06453534","PRJNA348753","Bacteroidales bacterium UBA6405",1950695,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6405"
"SRR5325857","SAMN06453531","PRJNA348753","Bacteroidales bacterium UBA6408",1950696,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6408"
"SRR5325864","SAMN06451121","PRJNA348753","Bacteroidales bacterium UBA6397",1950692,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6397"
"SRR5325880","SAMN06456142","PRJNA348753","Bacteroidales bacterium UBA6384",1950688,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6384"
"SRR5325883","SAMN06452866","PRJNA348753","Bacteroidales bacterium UBA6374",1950686,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6374"
"SRR5325889","SAMN06451119","PRJNA348753","Bacteroidales bacterium UBA6391",1950689,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6391"
"SRR5325893","SAMN06452867","PRJNA348753","Bacteroidales bacterium UBA6377",1950687,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6377"
"SRR5325894","SAMN06451830","PRJNA348753","Bacteroidales bacterium UBA6394",1950690,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6394"
"SRR5325909","SAMN06453667","PRJNA348753","Bacteroidales bacterium UBA6360",1950683,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6360"
"SRR5325916","SAMN06453664","PRJNA348753","Bacteroidales bacterium UBA6365",1950684,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6365"
"SRR5325919","SAMN06453661","PRJNA348753","Bacteroidales bacterium UBA6366",1950685,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6366"
"SRR5325920","SAMN06453398","PRJNA348753","Bacteroidales bacterium UBA6342",1950680,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6342"
"SRR5325922","SAMN06457097","PRJNA348753","Bacteroidales bacterium UBA6344",1950681,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6344"
"SRR5325924","SAMN06453394","PRJNA348753","Bacteroidales bacterium UBA6346",1950682,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6346"
"SRR5325930","SAMN06451370","PRJNA348753","Bacteroidales bacterium UBA6336",1950677,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6336"
"SRR5325935","SAMN06453396","PRJNA348753","Bacteroidales bacterium UBA6340",1950678,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6340"
"SRR5325936","SAMN06453397","PRJNA348753","Bacteroidales bacterium UBA6341",1950679,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6341"
"SRR5325942","SAMN06451373","PRJNA348753","Bacteroidales bacterium UBA6333",1950676,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6333"
"SRR5325960","SAMN06451552","PRJNA348753","Bacteroidales bacterium UBA6457",1950703,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6457"
"SRR5325962","SAMN06454348","PRJNA348753","Bacteroidales bacterium UBA6464",1950704,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6464"
"SRR5325972","SAMN06451850","PRJNA348753","Bacteroidales bacterium UBA6474",1950705,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6474"
"SRR5325984","SAMN06451408","PRJNA348753","Bacteroidales bacterium UBA6843",1950711,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6843"
"SRR5325988","SAMN06455445","PRJNA348753","Bacteroidales bacterium UBA6851",1950712,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6851"
"SRR5326001","SAMN06451684","PRJNA348753","Bacteroidales bacterium UBA6862",1950713,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6862"
"SRR5326011","SAMN06454480","PRJNA348753","Bacteroidales bacterium UBA6871",1950714,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6871"
"SRR5326014","SAMN06452908","PRJNA348753","Bacteroidales bacterium UBA6884",1950716,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6884"
"SRR5326015","SAMN06452907","PRJNA348753","Bacteroidales bacterium UBA6885",1950717,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6885"
"SRR5326017","SAMN06452905","PRJNA348753","Bacteroidales bacterium UBA6887",1950718,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6887"
"SRR5326020","SAMN06454481","PRJNA348753","Bacteroidales bacterium UBA6878",1950715,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6878"
"SRR5326028","SAMN06457269","PRJNA348753","Bacteroidales bacterium UBA6833",1950708,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6833"
"SRR5326032","SAMN06457273","PRJNA348753","Bacteroidales bacterium UBA6837",1950709,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6837"
"SRR5326033","SAMN06452179","PRJNA348753","Bacteroidales bacterium UBA6828",1950707,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6828"
"SRR5326041","SAMN06451410","PRJNA348753","Bacteroidales bacterium UBA6841",1950710,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA6841"
"SRR5326046","SAMN06457634","PRJNA348753","Bacteroidales bacterium UBA7591",1950744,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7591"
"SRR5326048","SAMN06454831","PRJNA348753","Bacteroidales bacterium UBA7587",1950743,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7587"
"SRR5326066","SAMN06450601","PRJNA348753","Bacteroidales bacterium UBA7553",1950736,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7553"
"SRR5326069","SAMN06455317","PRJNA348753","Bacteroidales bacterium UBA7547",1950734,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7547"
"SRR5326073","SAMN06454836","PRJNA348753","Bacteroidales bacterium UBA7582",1950742,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7582"
"SRR5326076","SAMN06455054","PRJNA348753","Bacteroidales bacterium UBA7565",1950738,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7565"
"SRR5326077","SAMN06455053","PRJNA348753","Bacteroidales bacterium UBA7566",1950739,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7566"
"SRR5326083","SAMN06457885","PRJNA348753","Bacteroidales bacterium UBA7574",1950741,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7574"
"SRR5326085","SAMN06455050","PRJNA348753","Bacteroidales bacterium UBA7569",1950740,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7569"
"SRR5326087","SAMN06455059","PRJNA348753","Bacteroidales bacterium UBA7560",1950737,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA7560"
"SRR5326100","SAMN06452191","PRJNA348753","Bacteroidales bacterium UBA1628",1950415,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1628"
"SRR5326102","SAMN06457001","PRJNA348753","Bacteroidales bacterium UBA1630",1950416,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1630"
"SRR5326111","SAMN06452197","PRJNA348753","Bacteroidales bacterium UBA1621",1950412,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1621"
"SRR5326112","SAMN06452194","PRJNA348753","Bacteroidales bacterium UBA1622",1950413,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1622"
"SRR5326118","SAMN06452199","PRJNA348753","Bacteroidales bacterium UBA1627",1950414,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1627"
"SRR5326128","SAMN06452390","PRJNA348753","Bacteroidales bacterium UBA763",1950746,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA763"
"SRR5326130","SAMN06452382","PRJNA348753","Bacteroidales bacterium UBA769",1950749,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA769"
"SRR5326134","SAMN06456210","PRJNA348753","Bacteroidales bacterium UBA774",1950752,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA774"
"SRR5326137","SAMN06456209","PRJNA348753","Bacteroidales bacterium UBA777",1950755,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA777"
"SRR5326151","SAMN06452389","PRJNA348753","Bacteroidales bacterium UBA760",1950745,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA760"
"SRR5326154","SAMN06456440","PRJNA348753","Bacteroidales bacterium UBA755",1950735,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA755"
"SRR5326170","SAMN06452630","PRJNA348753","Bacteroidales bacterium UBA747",1950733,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA747"
"SRR5326181","SAMN06455515","PRJNA348753","Bacteroidales bacterium UBA1107",1950375,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1107"
"SRR5326185","SAMN06454814","PRJNA348753","Bacteroidales bacterium UBA1111",1950376,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1111"
"SRR5326190","SAMN06455122","PRJNA348753","Bacteroidales bacterium UBA4621",1950579,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4621"
"SRR5326203","SAMN06450378","PRJNA348753","Bacteroidales bacterium UBA4639",1950581,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4639"
"SRR5326211","SAMN06452105","PRJNA348753","Bacteroidales bacterium UBA4646",1950582,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4646"
"SRR5326214","SAMN06452102","PRJNA348753","Bacteroidales bacterium UBA4649",1950583,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4649"
"SRR5326221","SAMN06455119","PRJNA348753","Bacteroidales bacterium UBA4624",1950580,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4624"
"SRR5326223","SAMN06450695","PRJNA348753","Bacteroidales bacterium UBA1071",1950372,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1071"
"SRR5326225","SAMN06450694","PRJNA348753","Bacteroidales bacterium UBA1072",1950373,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1072"
"SRR5326230","SAMN06450723","PRJNA348753","Bacteroidales bacterium UBA1077",1950374,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1077"
"SRR5326232","SAMN06452443","PRJNA348753","Bacteroidales bacterium UBA1068",1950371,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA1068"
"SRR5326242","SAMN06451009","PRJNA348753","Bacteroidales bacterium UBA5918",1950664,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA5918"
"SRR5326255","SAMN06453492","PRJNA348753","Bacteroidales bacterium UBA4710",1950589,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4710"
"SRR5326257","SAMN06457424","PRJNA348753","Bacteroidales bacterium UBA4676",1950585,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4676"
"SRR5326272","SAMN06457428","PRJNA348753","Bacteroidales bacterium UBA4672",1950584,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4672"
"SRR5326273","SAMN06451591","PRJNA348753","Bacteroidales bacterium UBA4685",1950586,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4685"
"SRR5326275","SAMN06451589","PRJNA348753","Bacteroidales bacterium UBA4687",1950587,"Illumina HiSeq 2500","ILLUMINA","Bacteroidales bacterium UBA4687"
"SRR8986836","SAMN10878315","PRJNA474907","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","WGS of Bacteroidales bacterium, strain NM74_B14: murine gut isolate"
"SRR9049226","SAMN11366397","PRJNA474907","Bacteroidales bacterium",2030927,"Illumina NovaSeq 6000","ILLUMINA","WGS of Bacteroidales bacterium, strain NM76_A32: murine gut isolate"
"SRR9983860","SAMN12581741","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P1 gut compartment of Embiratermes neotenicus"
"SRR9983856","SAMN12581737","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P1 gut compartment of Embiratermes neotenicus"
"SRR9983820","SAMN12581873","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P1 gut compartment of Labiotermes labralis"
"SRR9983799","SAMN12582166","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Binning of metagenomic reads from the P3 gut compartment of Termes hospes"
"SRR9983736","SAMN12581799","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P3 gut compartment of Embiratermes neotenicus"
"SRR9983731","SAMN12581942","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P3 gut compartment of Labiotermes labralis"
"SRR9983715","SAMN12582127","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2000","ILLUMINA","Binning of metagenomic reads from the P3 gut compartment of Termes hospes"
"SRR9983701","SAMN12581745","PRJNA560329","Bacteroidales bacterium",2030927,"Illumina HiSeq 2500","ILLUMINA","Binning of metagenomic reads from the P1 gut compartment of Embiratermes neotenicus"
