,sequence_id,spacer_host,phage_id,pidenty,algn_length,mismatch,phagestart,phageend,phage_len,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source,spacerhost,pident,phagelength,phagecg,phagetaxonomy,completeness,phagehost,lifestyle,phagesource
188,877575b1-c233-4767-9e21-e784379ebdb1,,SRS104704_a1_ct16072_vs1,,30,0,24274,24245,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43380.0,44.54817888427847,Myoviridae,Medium-quality,Prevotella,virulent,CHVD
189,877575b1-c233-4767-9e21-e784379ebdb1,,SRS018513_a1_ct23062_vs1,,30,0,9407,9378,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,14039.0,49.76850203005912,Myoviridae,Low-quality,Prevotella,virulent,CHVD
190,877575b1-c233-4767-9e21-e784379ebdb1,,SRS018479_a1_ct263_vs1,,30,0,225,196,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,22788.0,44.46638581709672,Podoviridae,Low-quality,Prevotella,virulent,CHVD
191,52d6c77d-d9f5-4c9e-bef8-9e87ac8cfea1,,SRS105074_a1_ct25563_vs01,,30,0,16724,16753,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,22692.0,48.40913097126741,Caudovirales,Low-quality,Prevotella,virulent,CHVD
192,52d6c77d-d9f5-4c9e-bef8-9e87ac8cfea1,,SRS022149_a1_ct29891,,30,0,36064,36093,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,52310.0,45.68724909195183,Myoviridae,Medium-quality,Prevotella,virulent,CHVD
193,2759879c-6b05-4613-9406-f233dbd427b5,,MGV-GENOME-0317514,,30,0,9386,9357,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,29696.0,43.571524784482754,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,MGV
194,2759879c-6b05-4613-9406-f233dbd427b5,,IMGVR_UViG_3300011976_000131|3300011976|Ga0119798_1000140|28726-78166,,30,0,22052,22023,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,49441.0,42.71353734754556,Caudoviricetes,Medium-quality,Bacteroidaceae,temperate,IMG_VR
195,0d29cf67-d187-4b87-ac1b-cb1767f1d8b7,,MGV-GENOME-0327944,,29,0,2326,2354,,1.15e-06,58.0,,,,,,,Prevotella intermedia,100.0,43218.0,43.53278726456569,Caudovirales,High-quality,Bacteroides vulgatus,virulent,MGV
196,0d29cf67-d187-4b87-ac1b-cb1767f1d8b7,,IMGVR_UViG_3300045988_174628|3300045988|Ga0495776_158320,,29,0,2326,2354,,1.15e-06,58.0,,,,,,,Prevotella intermedia,100.0,43218.0,43.53278726456569,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
197,0d29cf67-d187-4b87-ac1b-cb1767f1d8b7,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,1,1967,1996,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
198,ea636846-0648-4c7a-997d-993edc2848be,,MGV-GENOME-0296411,,30,1,16759,16730,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45730.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
199,ea636846-0648-4c7a-997d-993edc2848be,,IMGVR_UViG_3300045988_115899|3300045988|Ga0495776_015886,,30,1,16759,16730,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45730.0,42.47977257817625,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
200,ea636846-0648-4c7a-997d-993edc2848be,,SAMEA2737885_b1_ct7,,30,1,16111,16140,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45675.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
201,ea636846-0648-4c7a-997d-993edc2848be,,MGV-GENOME-0267287,,30,1,2745,2716,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,39759.0,42.44573555672929,Caudovirales,Medium-quality,GCA-900066995,virulent,MGV
202,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,MGV-GENOME-0327944,,30,0,36823,36852,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43218.0,43.53278726456569,Caudovirales,High-quality,Bacteroides vulgatus,virulent,MGV
203,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,MGV-GENOME-0313076,,30,0,29336,29365,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,36792.0,42.59078060447924,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,MGV
204,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,MGV-GENOME-0313076,,30,1,29444,29473,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,36792.0,42.59078060447924,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,MGV
205,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,0,35451,35480,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
206,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,0,35505,35534,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
207,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,0,35613,35642,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
208,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,1,35559,35588,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
209,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,1,35667,35696,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
210,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,1,35721,35750,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
211,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,1,35775,35804,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
212,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_3300045988_174628|3300045988|Ga0495776_158320,,30,0,36823,36852,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43218.0,43.53278726456569,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
213,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_3300045988_171143|3300045988|Ga0495776_185951,,30,0,12793,12764,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43634.0,42.735023147087134,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
214,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_3300045988_171143|3300045988|Ga0495776_185951,,30,1,12685,12656,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,43634.0,42.735023147087134,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
215,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,MGV-GENOME-0301383,,30,0,12793,12764,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43634.0,42.735023147087134,Caudovirales,High-quality,Parabacteroides distasonis,virulent,MGV
216,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,MGV-GENOME-0301383,,30,1,12685,12656,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,43634.0,42.735023147087134,Caudovirales,High-quality,Parabacteroides distasonis,virulent,MGV
217,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,MGV-GENOME-0353118,,30,1,6613,6584,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,34635.0,43.56575718204129,Caudovirales,Medium-quality,Bacteroides fragilis,virulent,MGV
218,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,MGV-GENOME-0353118,,30,1,6667,6638,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,34635.0,43.56575718204129,Caudovirales,Medium-quality,Bacteroides fragilis,virulent,MGV
219,4ecb2a1f-88bb-479a-98f2-ed990c68cb49,,IMGVR_UViG_3300045988_180185|3300045988|Ga0495776_158472,,30,1,30459,30488,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,44537.0,43.0428632373083,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
220,505c6b0d-0c8f-4f75-b5c5-a6bd61a1f245,,MGV-GENOME-0296411,,30,0,21488,21517,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45730.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
221,505c6b0d-0c8f-4f75-b5c5-a6bd61a1f245,,IMGVR_UViG_3300045988_115899|3300045988|Ga0495776_015886,,30,0,21488,21517,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45730.0,42.47977257817625,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
222,505c6b0d-0c8f-4f75-b5c5-a6bd61a1f245,,SAMEA2737885_b1_ct7,,30,0,11382,11353,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45675.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
223,505c6b0d-0c8f-4f75-b5c5-a6bd61a1f245,,MGV-GENOME-0267287,,30,0,7474,7503,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,39759.0,42.44573555672929,Caudovirales,Medium-quality,GCA-900066995,virulent,MGV
224,e5c6769f-80c2-4fbb-b3b0-123b9d88b55d,,Station100_MES_ALL_assembly_NODE_162_length_44746_cov_7.212504,,29,1,149,177,,0.000281,50.1,,,,,,,Prevotella intermedia,96.552,44746.0,32.19505654136683,Caudovirales,Medium-quality,Ruminococcaceae bacterium,virulent,GOV2
225,e5c6769f-80c2-4fbb-b3b0-123b9d88b55d,,Station191_SUR_ALL_assembly_NODE_1400_length_21297_cov_3.923501,,29,1,601,573,,0.000281,50.1,,,,,,,Prevotella intermedia,96.552,21297.0,32.6430952716345,Caudovirales,Low-quality,Cellulophaga baltica,virulent,GOV2
226,572d304e-117a-467b-90ac-2c3195ca24b1,,uvig_88390,,30,0,127734,127763,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,172104.0,34.39722493376098,Caudovirales,High-quality,Prevotella copri,virulent,GPD
227,572d304e-117a-467b-90ac-2c3195ca24b1,,uvig_554844,,30,0,79331,79360,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,80871.0,35.66667903203868,Caudovirales,Low-quality,Prevotella copri,virulent,GPD
228,572d304e-117a-467b-90ac-2c3195ca24b1,,IMGVR_UViG_3300045988_110911|3300045988|Ga0495776_119656,,30,0,76481,76510,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,169536.0,34.720649301623254,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
229,572d304e-117a-467b-90ac-2c3195ca24b1,,IMGVR_UViG_3300045988_124152|3300045988|Ga0495776_101598,,30,0,5558,5587,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,163629.0,34.69678357748321,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
230,572d304e-117a-467b-90ac-2c3195ca24b1,,IMGVR_UViG_3300045988_132833|3300045988|Ga0495776_015052,,30,0,1398,1427,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,175174.0,34.39551531619989,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
231,572d304e-117a-467b-90ac-2c3195ca24b1,,IMGVR_UViG_3300045988_135144|3300045988|Ga0495776_137332,,30,0,31898,31927,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,174140.0,34.783507522682896,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
232,572d304e-117a-467b-90ac-2c3195ca24b1,,MGV-GENOME-0377988,,30,0,31898,31927,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,174140.0,34.783507522682896,Caudovirales,High-quality,Prevotella,virulent,MGV
233,572d304e-117a-467b-90ac-2c3195ca24b1,,MGV-GENOME-0376077,,30,0,114871,114900,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,151978.0,34.8609667188672,Caudovirales,Medium-quality,Prevotella,virulent,MGV
234,572d304e-117a-467b-90ac-2c3195ca24b1,,uvig_373772,,30,0,375,404,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,53291.0,33.996359610440784,Caudovirales,Low-quality,Prevotella copri,virulent,GPD
235,572d304e-117a-467b-90ac-2c3195ca24b1,,uvig_37794,,30,0,76481,76510,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,169536.0,34.720649301623254,Caudovirales,High-quality,Prevotella copri,virulent,GPD
236,c94337f4-c059-43bb-ab1a-8870f109eedb,,IMGVR_UViG_3300045988_083604|3300045988|Ga0495776_011932,,30,0,10666,10637,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,99146.0,32.44407237810905,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
237,c94337f4-c059-43bb-ab1a-8870f109eedb,,MGV-GENOME-0365878,,30,0,10666,10637,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,99146.0,32.44407237810905,Caudovirales,Complete,Prevotella,virulent,MGV
238,c94337f4-c059-43bb-ab1a-8870f109eedb,,MGV-GENOME-0363513,,30,1,4949,4920,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,96371.0,32.357244399248735,Caudovirales,Complete,Prevotella,virulent,MGV
239,c94337f4-c059-43bb-ab1a-8870f109eedb,,IMGVR_UViG_3300045988_074608|3300045988|Ga0495776_000806,,30,1,4949,4920,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,96371.0,32.357244399248735,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
240,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,uvig_369240,,30,0,24496,24467,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,94884.0,29.374815564267948,,Complete,Prevotella copri,virulent,GPD
241,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,Rampelli_SM_30_NODE_43_length_94884_cov_7.488184,,30,0,24496,24467,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,94884.0,29.374815564267948,,Complete,Prevotella copri,virulent,GVD
242,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,IMGVR_UViG_3300045988_042533|3300045988|Ga0495776_002888,,30,0,70289,70318,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,94904.0,29.3738936188148,Crassvirales,Complete,Prevotella,virulent,IMG_VR
243,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,MGV-GENOME-0362401,,30,0,70289,70318,,2.92e-07,60.0,,,,,,,Prevotella pectinovora,100.0,94904.0,29.3738936188148,,Complete,Prevotella copri,virulent,MGV
244,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,uvig_9877,,30,1,14637,14666,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,23202.0,29.027670028445822,,Low-quality,Prevotella copri,virulent,GPD
245,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,IMGVR_UViG_3300045988_078285|3300045988|Ga0495776_116540,,30,1,37482,37511,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,90646.0,29.20150916753084,Crassvirales,High-quality,Prevotella,virulent,IMG_VR
246,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,IMGVR_UViG_3300045988_073329|3300045988|Ga0495776_010840,,30,1,24192,24221,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,90731.0,29.19068455103548,Crassvirales,Complete,Prevotella,virulent,IMG_VR
247,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,MGV-GENOME-0359914,,30,1,24192,24221,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,90731.0,29.19068455103548,,Complete,Prevotella,virulent,MGV
248,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,uvig_25761,,30,1,24192,24221,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,90731.0,29.189582391905745,,Complete,Prevotella copri,virulent,GPD
249,3e0a0dcc-b18c-43f8-a8c3-f8d31acba2a9,,MGV-GENOME-0359858,,30,1,37482,37511,,7.11e-05,52.0,,,,,,,Prevotella pectinovora,96.667,90646.0,29.20150916753084,,High-quality,Prevotella,virulent,MGV
250,a0df21da-3b10-40fb-bcd5-8fd65140a169,,uvig_9877,,29,0,12051,12079,,1.15e-06,58.0,,,,,,,Prevotella pectinovora,100.0,23202.0,29.027670028445822,,Low-quality,Prevotella copri,virulent,GPD
251,a0df21da-3b10-40fb-bcd5-8fd65140a169,,IMGVR_UViG_3300045988_078285|3300045988|Ga0495776_116540,,29,0,34896,34924,,1.15e-06,58.0,,,,,,,Prevotella pectinovora,100.0,90646.0,29.20150916753084,Crassvirales,High-quality,Prevotella,virulent,IMG_VR
252,a0df21da-3b10-40fb-bcd5-8fd65140a169,,IMGVR_UViG_3300045988_073329|3300045988|Ga0495776_010840,,29,0,21606,21634,,1.15e-06,58.0,,,,,,,Prevotella pectinovora,100.0,90731.0,29.19068455103548,Crassvirales,Complete,Prevotella,virulent,IMG_VR
253,a0df21da-3b10-40fb-bcd5-8fd65140a169,,MGV-GENOME-0359914,,29,0,21606,21634,,1.15e-06,58.0,,,,,,,Prevotella pectinovora,100.0,90731.0,29.19068455103548,,Complete,Prevotella,virulent,MGV
254,a0df21da-3b10-40fb-bcd5-8fd65140a169,,uvig_25761,,29,0,21606,21634,,1.15e-06,58.0,,,,,,,Prevotella pectinovora,100.0,90731.0,29.189582391905745,,Complete,Prevotella copri,virulent,GPD
255,a0df21da-3b10-40fb-bcd5-8fd65140a169,,MGV-GENOME-0359858,,29,0,34896,34924,,1.15e-06,58.0,,,,,,,Prevotella pectinovora,100.0,90646.0,29.20150916753084,,High-quality,Prevotella,virulent,MGV
256,92cb5294-c49b-4599-90ac-edf77e812645,,IMGVR_UViG_3300045988_140237|3300045988|Ga0495776_169296,,30,0,34095,34066,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,55557.0,45.8988066310276,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
257,92cb5294-c49b-4599-90ac-edf77e812645,,MGV-GENOME-0329672,,30,0,34095,34066,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,55557.0,45.8988066310276,Caudovirales,High-quality,Prevotella,virulent,MGV
258,4d536d0b-5384-4a32-b3cf-1e11a2d458fd,,IMGVR_UViG_3300007035_000022|3300007035|Ga0102545_100016|75631-125839,,30,1,40737,40766,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,50209.0,43.78896213826207,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
259,4d536d0b-5384-4a32-b3cf-1e11a2d458fd,,IMGVR_UViG_3300045988_029689|3300045988|Ga0495776_085625,,30,1,1869,1840,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,38464.0,43.43801996672213,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
260,4d536d0b-5384-4a32-b3cf-1e11a2d458fd,,SRS011111_a1_ct403_vs1,,30,1,35383,35412,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,38871.0,43.52602197010625,Siphoviridae,High-quality,Prevotella,virulent,CHVD
261,4d536d0b-5384-4a32-b3cf-1e11a2d458fd,,MGV-GENOME-0260108,,30,1,1869,1840,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,38464.0,43.43801996672213,Caudovirales,High-quality,Prevotella,virulent,MGV
262,623d759d-b13a-453f-92e0-88946bcc2de2,,IMGVR_UViG_3300028833_000004|3300028833|Ga0247610_10000074,,30,1,56920,56891,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,158651.0,31.56109952033079,Caudoviricetes,Complete,Cryptobacteroides,virulent,IMG_VR
263,e867699d-a14f-435f-b2f6-019b7d2b65a6,,SRS147140_a1_ct21097_vs1,,30,0,10242,10271,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,35961.0,41.34757097967242,Siphoviridae,Medium-quality,Prevotella,virulent,CHVD
264,e867699d-a14f-435f-b2f6-019b7d2b65a6,,SRS022530_a1_ct7127_vs1,,30,0,26606,26577,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,29192.0,42.24102493833927,-,Low-quality,Prevotella,virulent,CHVD
265,e867699d-a14f-435f-b2f6-019b7d2b65a6,,MGV-GENOME-0328576,,30,1,8207,8236,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,46353.0,46.38103251138006,Caudovirales,Medium-quality,Prevotella,virulent,MGV
266,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0355230,,30,0,51102,51073,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,51314.0,46.36551428460069,Caudovirales,High-quality,Bacteroidales,virulent,MGV
267,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0341746,,30,0,3305,3334,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,52159.0,46.64008128990203,Caudovirales,High-quality,Bacteroidales,virulent,MGV
268,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0314403,,30,0,2230,2259,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,51632.0,46.86047412457391,Caudovirales,High-quality,Bacteroidales,virulent,MGV
269,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0222658,,30,0,29812,29783,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,32010.0,47.1727585129647,Caudovirales,Medium-quality,Bacteroidales,virulent,MGV
270,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0188382,,30,0,3078,3107,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,25984.0,47.30988300492611,Caudovirales,Medium-quality,Bacteroidales,virulent,MGV
271,e4ca2a88-80b8-4762-b681-794c761fe77f,,uvig_301207,,30,0,3378,3407,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,52450.0,46.74356530028599,Caudovirales,High-quality,Barnesiella intestinihominis,virulent,GPD
272,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-4425630,,30,0,49056,49027,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,51731.0,46.80559045833253,Caudovirales,Complete,Bacteroidales,virulent,MGV
273,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0372930,,30,0,3333,3362,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,60716.0,46.30575136702023,Caudovirales,High-quality,Bacteroidales,virulent,MGV
274,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0336699,,30,0,2915,2944,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,52136.0,46.84479054779806,Caudovirales,High-quality,Bacteroidales,virulent,MGV
275,e4ca2a88-80b8-4762-b681-794c761fe77f,,MGV-GENOME-0322230,,30,0,47063,47034,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,49885.0,47.07026160168388,Caudovirales,High-quality,Bacteroidales,virulent,MGV
276,33c9fe9e-fda0-415c-a534-6caceaa718b6,,OTU_841,,29,0,56066,56094,,1.15e-06,58.0,,,,,,,Segatella buccae,100.0,56445.0,46.98024625741873,Bertilviridae,Medium-quality,Prevotella,virulent,IGVD
277,33c9fe9e-fda0-415c-a534-6caceaa718b6,,uvig_397423,,29,0,11961,11933,,1.15e-06,58.0,,,,,,,Segatella buccae,100.0,27086.0,49.43144059661818,Caudovirales,Low-quality,Prevotella stercorea,virulent,GPD
278,33c9fe9e-fda0-415c-a534-6caceaa718b6,,Ma_2019_SRR413567_NODE_1806_length_11898_cov_2.813730,,29,0,412,384,,1.15e-06,58.0,,,,,,,Segatella buccae,100.0,11898.0,46.1253992267608,Caudovirales,Low-quality,Bacteroidaceae,virulent,GVD
279,1e01ddb0-efa2-4b9e-9217-4ed160d762b1,,OTU_841,,30,0,50906,50877,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,56445.0,46.98024625741873,Bertilviridae,Medium-quality,Prevotella,virulent,IGVD
280,1e01ddb0-efa2-4b9e-9217-4ed160d762b1,,OTU_6103,,30,0,14950,14921,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,18590.0,53.37816030123722,Zeniaviridae,Low-quality,Prevotella,temperate,IGVD
281,1e01ddb0-efa2-4b9e-9217-4ed160d762b1,,OTU_4838,,30,0,20321,20292,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,23961.0,50.911898501731976,Zeniaviridae,Medium-quality,Prevotella,temperate,IGVD
282,4b445b01-f475-4d9f-bf03-fca7896b162b,,uvig_533811,,30,0,3632,3661,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,26283.0,39.29536202107826,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
283,4b445b01-f475-4d9f-bf03-fca7896b162b,,MGV-GENOME-0128210,,30,0,12359,12330,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,15941.0,39.71519979925977,Caudovirales,Medium-quality,Prevotella,virulent,MGV
284,4b445b01-f475-4d9f-bf03-fca7896b162b,,IMGVR_UViG_3300039340_000067|3300039340|Ga0169801_00281|22292-53535,,30,0,26174,26145,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,31244.0,39.23633337600819,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
285,4b445b01-f475-4d9f-bf03-fca7896b162b,,SAMEA2580213_a1_ct11143_vs1,,30,0,5082,5111,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,32550.0,39.61904761904762,Myoviridae,High-quality,Prevotella,temperate,CHVD
286,ae9908ec-2b59-4996-82b6-8d306c7b4902,,IMGVR_UViG_3300008281_000192|3300008281|Ga0113996_1000107|16268-70347,,30,1,50733,50704,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,54080.0,40.821005917159766,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
287,ae9908ec-2b59-4996-82b6-8d306c7b4902,,SRS018443_a1_ct39747_vs1,,30,1,2157,2186,,7.11e-05,52.0,,,,,,,Segatella buccae,96.667,54372.0,40.59442360038255,Siphoviridae,High-quality,Prevotella,virulent,CHVD
288,84cfeff5-15b8-4b80-9054-effde718f23d,,OTU_6103,,30,0,14733,14704,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,18590.0,53.37816030123722,Zeniaviridae,Low-quality,Prevotella,temperate,IGVD
289,84cfeff5-15b8-4b80-9054-effde718f23d,,OTU_4838,,30,0,20104,20075,,2.92e-07,60.0,,,,,,,Segatella buccae,100.0,23961.0,50.911898501731976,Zeniaviridae,Medium-quality,Prevotella,temperate,IGVD
