operon_id,subtype,subtype_score,operon_length,n_crispr,n_spacers,n_tracr,n_cas,n_genes,evalue,gene_name
ERZ1029115@1610,VI,VI,5965,1,8,0,2,2,0.0,Cas13b
ERZ1029115@179,VI,VI,5195,1,10,0,2,2,0.0,Cas13b
ERZ1029115@1991,VI,VI,4081,1,7,0,1,1,0.0,Cas13b
ERZ1029115@2122,VI,VI,5737,1,6,0,1,3,0.0,Cas13b
ERZ1029115@2442,VI,VI,5992,1,3,0,1,3,0.0,Cas13b
ERZ1029115@2986,VI,VI,5394,1,12,0,2,2,0.0,Cas13b
ERZ1029115@2994,VI,VI,7560,1,11,0,2,5,0.0,Cas13b
ERZ1029115@3680,VI,VI,8839,1,4,0,4,4,0.0,Cas13b
ERZ1029115@3925,VI,VI,5076,1,7,0,2,2,0.0,Cas13b
ERZ1029115@4031,VI,VI,4140,1,10,0,1,1,0.0,Cas13b
ERZ1029115@437,VI,VI,6655,1,14,0,2,2,0.0,Cas13b
ERZ1029115@715,VI,VI,4781,1,6,0,4,5,0.0,Cas13b
ERZ1029115@869,VI,VI,5741,1,4,0,2,2,0.0,Cas13b
ERZ1029115@921,VI,VI,6410,1,16,0,2,2,0.0,Cas13b
ERZ1029116@1013,VI,VI,4620,1,10,0,1,1,0.0,Cas13b
ERZ1029116@1171,VI,VI,9831,1,4,0,3,6,0.0,Cas13b
ERZ1029116@1335,VI,VI,7820,1,9,0,2,2,0.0,Cas13b
ERZ1029116@1389,VI,VI,4658,1,5,0,2,2,0.0,Cas13b
ERZ1029116@1591,VI,VI,9509,1,13,0,4,5,0.0,Cas13b
ERZ1029116@1594,VI,VI,9013,1,11,0,3,6,0.0,Cas13b
ERZ1029116@176,VI,VI,10124,1,20,0,4,4,0.0,Cas13b
ERZ1029116@1774,VI,VI,6123,1,4,0,4,4,0.0,Cas13b
ERZ1029116@1927,VI,VI,4711,1,9,0,1,1,0.0,Cas13b
ERZ1029116@2247,VI,VI,6517,1,6,0,3,6,0.0,Cas13b
ERZ1029116@35,VI,VI,5394,1,12,0,2,2,0.0,Cas13b
ERZ1029116@350,VI,VI,5817,1,24,0,1,2,0.0,Cas13b
ERZ1033947@110,VI,VI,4845,1,13,0,1,2,0.0,Cas13b
ERZ1034158@104,VI,VI,5195,1,18,0,1,3,0.0,Cas13b
ERZ1034216@12,VI,VI,4621,1,9,0,1,2,0.0,Cas13b
ERZ1034318@98,VI,VI,5195,1,18,0,1,3,0.0,Cas13b
ERZ1034601@107,VI,VI,6695,1,7,0,4,5,0.0,Cas13b
ERZ1034626@116,VI,VI,6384,1,8,0,3,4,0.0,Cas13b
ERZ1034949@20,VI,VI,5497,1,13,0,2,2,0.0,Cas13b
ERZ1035010@62,VI,VI,6555,1,17,0,2,3,0.0,Cas13b
ERZ1036438@7,VI,VI,4283,1,6,0,1,2,0.0,Cas13b
ERZ10407477@51,VI,VI,7303,1,11,0,2,3,0.0,Cas13b
ERZ10407479@205,VI,VI,5072,1,3,0,2,3,0.0,Cas13b
ERZ10407480@1,VI,VI,7124,1,11,0,3,3,0.0,Cas13b
ERZ10407576@120,VI,VI,6766,1,5,0,3,3,0.0,Cas13b
ERZ10544617@172,VI,VI,3910,1,6,0,1,1,0.0,Cas13b
ERZ10544651@148,VI,VI,5456,1,6,0,3,3,0.0,Cas13b
ERZ10544663@101,VI,VI,5214,1,5,0,3,4,0.0,Cas13b
ERZ10552023@35,VI,VI,3852,1,5,0,2,2,0.0,Cas13b
ERZ10759773@155,VI,VI,3929,1,6,0,1,1,0.0,Cas13b
ERZ1106984@241,VI,VI,6717,1,12,0,3,5,0.0,Cas13b
ERZ11448882@49,VI,VI,4111,1,8,0,1,1,0.0,Cas13b
ERZ11466701@25,VI,VI,4408,1,15,0,1,2,0.0,Cas13b
ERZ11466716@83,VI,VI,9380,1,11,0,4,6,0.0,Cas13b
ERZ11466722@101,VI,VI,7998,1,11,0,3,4,0.0,Cas13b
ERZ11466733@103,VI,VI,6323,1,11,0,3,4,0.0,Cas13b
ERZ11466733@127,VI,VI,5778,1,10,0,3,4,0.0,Cas13b
ERZ11466755@28,VI,VI,6823,1,6,0,3,5,0.0,Cas13b
ERZ11466771@138,VI,VI,7800,1,8,0,3,4,0.0,Cas13b
ERZ11466771@45,VI,VI,9380,1,11,0,4,6,0.0,Cas13b
ERZ11466792@156,VI,VI,15126,1,12,0,5,12,0.0,Cas13b
ERZ11466796@412,VI,VI,6401,1,6,0,3,4,0.0,Cas13b
ERZ11466799@200,VI,VI,9446,1,12,0,4,5,0.0,Cas13b
ERZ11466804@123,VI,VI,4155,1,8,0,1,1,0.0,Cas13b
ERZ11466806@85,VI,VI,5398,1,14,0,2,2,0.0,Cas13b
ERZ11466811@135,VI,VI,5572,1,7,0,3,5,0.0,Cas13b
ERZ11466826@327,VI,VI,8153,1,12,0,3,6,0.0,Cas13b
ERZ11466831@30,VI,VI,4235,1,11,0,1,1,0.0,Cas13b
ERZ11474002@57,VI,VI,7327,1,14,0,3,3,0.0,Cas13b
ERZ11474009@15,VI,VI,5284,1,11,0,2,3,0.0,Cas13b
ERZ11474032@5,VI,VI,5133,1,8,0,2,2,0.0,Cas13b
ERZ11723978@9,VI,VI,4287,1,3,0,1,3,0.0,Cas13b
ERZ11772270@18,VI,VI,4447,1,13,0,1,1,0.0,Cas13b
ERZ11772390@8,VI,VI,4448,1,7,0,1,2,0.0,Cas13b
ERZ11772391@9,VI,VI,4787,1,8,0,1,2,0.0,Cas13b
ERZ12190797@48,VI,VI,8304,1,7,0,4,4,0.0,Cas13b
ERZ12202417@173,VI,VI,4482,1,3,0,1,1,0.0,Cas13b
ERZ12202418@241,VI,VI,4687,1,16,0,1,1,0.0,Cas13b
ERZ12202532@82,VI,VI,4544,1,5,0,1,1,0.0,Cas13b
ERZ12202543@149,VI,VI,4423,1,5,0,1,1,0.0,Cas13b
ERZ12202683@179,VI,VI,4566,1,5,0,1,1,0.0,Cas13b
ERZ12202683@84,VI,VI,5962,1,9,0,2,3,0.0,Cas13b
ERZ12202736@111,VI,VI,4610,1,6,0,1,1,0.0,Cas13b
ERZ12202736@89,VI,VI,7963,1,11,0,2,2,0.0,Cas13b
ERZ12202740@360,VI,VI,4714,1,6,0,1,1,0.0,Cas13b
ERZ12202740@506,VI,VI,9289,1,10,0,4,4,0.0,Cas13b
ERZ12202772@136,VI,VI,4497,1,4,0,1,1,0.0,Cas13b
ERZ12202796@188,VI,VI,4657,1,5,0,1,1,0.0,Cas13b
ERZ12202890@1,VI,VI,4228,1,9,0,1,1,0.0,Cas13b
ERZ12202890@86,VI,VI,6431,1,9,0,2,2,0.0,Cas13b
ERZ12202954@152,VI,VI,4497,1,4,0,1,1,0.0,Cas13b
ERZ12203019@19,VI,VI,3796,1,17,0,1,3,0.0,Cas13b
ERZ12203019@43,VI,VI,4228,1,9,0,1,1,0.0,Cas13b
ERZ12203157@109,VI,VI,8808,1,20,0,4,5,0.0,Cas13b
ERZ12203157@144,VI,VI,5190,1,13,0,2,2,0.0,Cas13b
ERZ12289689@96,VI,VI,4388,1,10,0,1,2,0.0,Cas13b
ERZ12289693@9,VI,VI,8773,1,6,0,3,5,0.0,Cas13b
ERZ12289766@158,VI,VI,8669,1,22,0,2,5,0.0,Cas13b
ERZ12289766@220,VI,VI,5129,1,14,0,1,1,0.0,Cas13b
ERZ12289766@273,VI,VI,4566,1,5,0,1,1,0.0,Cas13b
ERZ12289766@410,VI,VI,4862,1,7,0,2,2,0.0,Cas13b
ERZ12289767@115,VI,VI,4005,1,12,0,1,1,0.0,Cas13b
ERZ12289767@158,VI,VI,6664,1,22,0,2,3,0.0,Cas13b
ERZ12289768@119,VI,VI,5142,1,8,0,1,2,0.0,Cas13b
ERZ12289768@319,VI,VI,5522,1,23,0,1,1,0.0,Cas13b
ERZ12289768@332,VI,VI,8808,1,20,0,4,6,0.0,Cas13b
ERZ12289769@232,VI,VI,5522,1,23,0,1,1,0.0,Cas13b
ERZ12289769@245,VI,VI,8949,1,22,0,4,5,0.0,Cas13b
ERZ12289770@236,VI,VI,4930,1,8,0,2,3,0.0,Cas13b
ERZ12289770@414,VI,VI,7234,1,20,0,1,3,0.0,Cas13b
ERZ12289770@780,VI,VI,8808,1,20,0,4,6,0.0,Cas13b
ERZ12289772@229,VI,VI,4507,1,8,0,1,1,0.0,Cas13b
ERZ12295380@85,VI,VI,8304,1,7,0,4,4,0.0,Cas13b
ERZ12298775@28,VI,VI,6137,1,5,0,2,3,0.0,Cas13b
ERZ12298779@9,VI,VI,5049,1,5,0,2,2,0.0,Cas13b
ERZ12298797@45,VI,VI,5049,1,5,0,2,2,0.0,Cas13b
ERZ12298802@3,VI,VI,8064,1,12,0,3,4,0.0,Cas13b
ERZ12302812@112,VI,VI,6168,1,37,0,1,1,0.0,Cas13b
ERZ12302812@129,VI,VI,11019,1,33,0,4,4,0.0,Cas13b
ERZ12302812@246,VI,VI,7583,1,23,0,2,3,0.0,Cas13b
ERZ12302812@456,VI,VI,6704,1,7,0,2,2,0.0,Cas13b
ERZ12302812@727,VI,VI,5334,1,9,0,2,2,0.0,Cas13b
ERZ12302813@469,VI,VI,7458,1,19,0,1,3,0.0,Cas13b
ERZ12302813@544,VI,VI,6510,1,3,0,2,4,0.0,Cas13b
ERZ12302814@192,VI,VI,6934,1,11,0,2,4,0.0,Cas13b
ERZ12302817@537,VI,VI,7518,1,22,0,2,3,0.0,Cas13b
ERZ12302817@743,VI,VI,11019,1,29,0,4,5,0.0,Cas13b
ERZ12302818@949,VI,VI,9620,1,8,0,3,6,0.0,Cas13b
ERZ12302819@1040,VI,VI,4941,1,6,0,2,2,0.0,Cas13b
ERZ12302819@1086,VI,VI,3944,1,8,0,1,1,0.0,Cas13b
ERZ12302820@820,VI,VI,5340,1,3,0,2,2,0.0,Cas13b
ERZ12302821@152,VI,VI,10711,1,32,0,4,4,0.0,Cas13b
ERZ12302822@184,VI,VI,7775,1,21,0,2,2,0.0,Cas13b
ERZ12302822@2,VI,VI,9620,1,8,0,3,6,0.0,Cas13b
ERZ12302850@128,VI,VI,6792,1,6,0,1,3,0.0,Cas13b
ERZ12302850@381,VI,VI,5193,1,16,0,1,2,0.0,Cas13b
ERZ12302851@392,VI,VI,7404,1,13,0,3,4,0.0,Cas13b
ERZ12302851@593,VI,VI,6934,1,11,0,2,4,0.0,Cas13b
ERZ12302852@148,VI,VI,4470,1,11,0,1,1,0.0,Cas13b
ERZ12593096@6,VI,VI,3708,1,5,0,1,1,0.0,Cas13b
ERZ12593127@45,VI,VI,3708,1,5,0,1,1,0.0,Cas13b
ERZ12593164@4,VI,VI,3708,1,5,0,1,1,0.0,Cas13b
ERZ12593176@21,VI,VI,3216,1,5,0,1,1,0.0,Cas13b
ERZ12593177@76,VI,VI,3708,1,5,0,1,1,0.0,Cas13b
ERZ1303856@152,VI,VI,4417,1,8,0,1,3,0.0,Cas13b
ERZ1303940@16,VI,VI,7058,1,10,0,4,4,0.0,Cas13b
ERZ1303940@16,VI,VI,7058,1,10,0,4,4,0.0,Cas13b
ERZ1304044@87,VI,VI,5795,1,29,0,2,2,0.0,Cas13b
ERZ1304057@108,VI,VI,4210,1,10,0,1,1,0.0,Cas13b
ERZ1304057@165,VI,VI,3806,1,4,0,1,1,0.0,Cas13b
ERZ1304068@65,VI,VI,4219,1,5,0,1,2,0.0,Cas13b
ERZ1304181@79,VI,VI,4747,1,14,0,1,3,0.0,Cas13b
ERZ1304466@422,VI,VI,4555,1,11,0,1,2,0.0,Cas13b
ERZ1304561@34,VI,VI,7058,1,10,0,3,3,0.0,Cas13b
ERZ1304772@174,VI,VI,7152,1,26,0,2,5,0.0,Cas13b
ERZ1304830@3,VI,VI,6782,1,6,0,3,3,0.0,Cas13b
ERZ1308053@39,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1308114@159,VI,VI,4143,1,9,0,1,1,0.0,Cas13b
ERZ1309139@425,VI,VI,4916,1,14,0,1,1,0.0,Cas13b
ERZ1309468@204,VI,VI,4417,1,8,0,1,3,0.0,Cas13b
ERZ1309490@438,VI,VI,4555,1,11,0,1,2,0.0,Cas13b
ERZ1309786@160,VI,VI,4746,1,13,0,1,3,0.0,Cas13b
ERZ1309885@18,VI,VI,5189,1,10,0,3,3,0.0,Cas13b
ERZ1310175@68,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1310180@54,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1310267@99,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1310337@116,VI,VI,5381,1,10,0,2,3,0.0,Cas13b
ERZ1310386@49,VI,VI,9894,1,10,0,4,7,0.0,Cas13b
ERZ1310737@192,VI,VI,5204,1,20,0,1,3,0.0,Cas13b
ERZ1310973@155,VI,VI,4746,1,13,0,1,3,0.0,Cas13b
ERZ1311059@81,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1311071@180,VI,VI,6710,1,5,0,3,3,0.0,Cas13b
ERZ1311482@119,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1311496@73,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1311546@100,VI,VI,10606,1,5,0,4,6,0.0,Cas13b
ERZ1311600@43,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1311621@217,VI,VI,6712,1,5,0,3,3,0.0,Cas13b
ERZ1314575@195,VI,VI,9394,1,11,0,4,5,0.0,Cas13b
ERZ1314619@48,VI,VI,4726,1,10,0,1,3,0.0,Cas13b
ERZ1314653@75,VI,VI,4822,1,13,0,1,3,0.0,Cas13b
ERZ1314689@42,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1314691@58,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
ERZ1314775@46,VI,VI,7117,1,11,0,3,3,0.0,Cas13b
ERZ13405063@180,VI,VI,5165,1,8,0,2,3,0.0,Cas13b
ERZ13405065@3,VI,VI,9000,1,6,0,3,4,0.0,Cas13b
ERZ13405066@1,VI,VI,4043,1,7,0,1,2,0.0,Cas13b
ERZ13405072@12,VI,VI,7887,1,8,0,3,4,0.0,Cas13b
ERZ13405076@166,VI,VI,6352,1,9,0,3,4,0.0,Cas13b
ERZ13405566@70,VI,VI,3774,1,4,0,1,1,0.0,Cas13b
ERZ13448297@100,VI,VI,4388,1,10,0,1,2,0.0,Cas13b
ERZ13448298@30,VI,VI,8773,1,6,0,3,5,0.0,Cas13b
ERZ13616153@175,VI,VI,4079,1,8,0,1,1,0.0,Cas13b
ERZ13616192@132,VI,VI,5773,1,14,0,2,2,0.0,Cas13b
ERZ13616192@155,VI,VI,4079,1,8,0,1,1,0.0,Cas13b
ERZ13616290@32,VI,VI,5019,1,5,0,2,3,0.0,Cas13b
ERZ13616637@11,VI,VI,5083,1,7,0,2,2,0.0,Cas13b
ERZ13616907@15,VI,VI,6816,1,12,0,3,4,0.0,Cas13b
ERZ13616907@151,VI,VI,6518,1,9,0,3,4,0.0,Cas13b
ERZ13617306@148,VI,VI,6816,1,12,0,3,4,0.0,Cas13b
ERZ13617508@285,VI,VI,7221,1,7,0,3,4,0.0,Cas13b
ERZ13617659@20,VI,VI,6452,1,8,0,3,3,0.0,Cas13b
ERZ13617676@5,VI,VI,9359,1,11,0,2,5,0.0,Cas13b
ERZ14206912@10,VI,VI,3256,1,4,0,1,1,0.0,Cas13b
ERZ14207223@50,VI,VI,4688,1,10,0,1,2,0.0,Cas13b
ERZ14207239@11,VI,VI,4654,1,6,0,1,2,0.0,Cas13b
ERZ14207247@19,VI,VI,5012,1,14,0,1,2,0.0,Cas13b
ERZ14207252@5,VI,VI,4587,1,5,0,1,2,0.0,Cas13b
ERZ14207262@5,VI,VI,4587,1,5,0,1,2,0.0,Cas13b
ERZ14207275@14,VI,VI,4717,1,7,0,1,2,0.0,Cas13b
ERZ14207275@25,VI,VI,4892,1,12,0,2,3,0.0,Cas13b
ERZ14207277@10,VI,VI,4296,1,3,0,2,2,0.0,Cas13b
ERZ14207277@17,VI,VI,4917,1,10,0,1,2,0.0,Cas13b
ERZ14207281@21,VI,VI,4495,1,6,0,2,2,0.0,Cas13b
ERZ14207281@6,VI,VI,4353,1,4,0,1,2,0.0,Cas13b
ERZ14207290@28,VI,VI,4617,1,8,0,1,2,0.0,Cas13b
ERZ14207290@38,VI,VI,4567,1,7,0,2,3,0.0,Cas13b
ERZ14207291@3,VI,VI,5087,1,15,0,2,2,0.0,Cas13b
ERZ14207293@101,VI,VI,4721,1,7,0,1,2,0.0,Cas13b
ERZ14207293@72,VI,VI,4494,1,6,0,2,2,0.0,Cas13b
ERZ14207295@12,VI,VI,4917,1,10,0,1,2,0.0,Cas13b
ERZ14207295@2,VI,VI,4824,1,11,0,2,3,0.0,Cas13b
ERZ14207299@14,VI,VI,4617,1,8,0,1,2,0.0,Cas13b
ERZ14207299@20,VI,VI,3340,1,9,0,1,1,0.0,Cas13b
ERZ14208412@1,VI,VI,5372,1,5,0,1,2,0.0,Cas13b
ERZ14208419@5,VI,VI,4905,1,5,0,2,2,0.0,Cas13b
ERZ14208469@37,VI,VI,6088,1,16,0,1,2,0.0,Cas13b
ERZ14208504@26,VI,VI,4905,1,5,0,2,2,0.0,Cas13b
ERZ14209125@102,VI,VI,5128,1,11,0,2,2,0.0,Cas13b
ERZ14209517@48,VI,VI,4319,1,11,0,1,1,0.0,Cas13b
ERZ14209523@112,VI,VI,3963,1,7,0,1,1,0.0,Cas13b
ERZ14209532@38,VI,VI,5965,1,30,0,1,4,0.0,Cas13b
ERZ14209540@32,VI,VI,7578,1,16,0,3,4,0.0,Cas13b
ERZ14209540@427,VI,VI,4195,1,11,0,1,1,0.0,Cas13b
ERZ14209541@363,VI,VI,4507,1,3,0,1,1,0.0,Cas13b
ERZ14209542@103,VI,VI,6699,1,8,0,2,3,0.0,Cas13b
ERZ14209542@117,VI,VI,6637,1,3,0,3,4,0.0,Cas13b
ERZ14209542@302,VI,VI,4195,1,11,0,1,1,0.0,Cas13b
ERZ14210015@123,VI,VI,5521,1,18,0,1,1,0.0,Cas13b
ERZ14210016@123,VI,VI,3825,1,5,0,1,1,0.0,Cas13b
ERZ14210016@17,VI,VI,6151,1,6,0,2,4,0.0,Cas13b
ERZ14211589@35,VI,VI,4433,1,7,0,1,2,0.0,Cas13b
ERZ14211604@25,VI,VI,4679,1,9,0,1,2,0.0,Cas13b
ERZ14211607@2,VI,VI,4026,1,6,0,1,2,0.0,Cas13b
ERZ14211622@1,VI,VI,4653,1,6,0,1,2,0.0,Cas13b
ERZ14211623@25,VI,VI,4679,1,9,0,1,2,0.0,Cas13b
ERZ14214055@1,VI,VI,4748,1,12,0,1,2,0.0,Cas13b
ERZ14214125@13,VI,VI,4785,1,8,0,1,2,0.0,Cas13b
ERZ14214125@22,VI,VI,4558,1,7,0,2,2,0.0,Cas13b
ERZ14214131@56,VI,VI,4527,1,8,0,1,2,0.0,Cas13b
ERZ14214133@27,VI,VI,3776,1,3,0,1,1,0.0,Cas13b
ERZ14214137@2,VI,VI,4826,1,11,0,2,2,0.0,Cas13b
ERZ14214137@63,VI,VI,4851,1,9,0,1,3,0.0,Cas13b
ERZ14214140@46,VI,VI,4917,1,10,0,1,2,0.0,Cas13b
ERZ14221202@15,VI,VI,3837,1,8,0,1,1,0.0,Cas13b
ERZ14221216@1,VI,VI,4748,1,12,0,1,2,0.0,Cas13b
ERZ14222125@160,VI,VI,4713,1,11,0,1,2,0.0,Cas13b
ERZ14222127@276,VI,VI,4517,1,4,0,1,2,0.0,Cas13b
ERZ14222128@198,VI,VI,4519,1,4,0,1,2,0.0,Cas13b
ERZ14222128@509,VI,VI,4892,1,12,0,2,2,0.0,Cas13b
ERZ14236288@14,VI,VI,4352,1,4,0,1,2,0.0,Cas13b
ERZ14236288@46,VI,VI,4361,1,4,0,2,2,0.0,Cas13b
ERZ14236290@13,VI,VI,4749,1,12,0,1,2,0.0,Cas13b
ERZ14236295@37,VI,VI,4790,1,8,0,1,2,0.0,Cas13b
ERZ14236300@118,VI,VI,4690,1,9,0,2,2,0.0,Cas13b
ERZ14236300@6,VI,VI,4982,1,11,0,1,2,0.0,Cas13b
ERZ14236300@82,VI,VI,5495,1,23,0,1,2,0.0,Cas13b
ERZ1426822@138,VI,VI,4956,1,15,0,1,2,0.0,Cas13b
ERZ1426827@776,VI,VI,4294,1,12,0,1,2,0.0,Cas13b
ERZ1426847@546,VI,VI,3965,1,7,0,1,2,0.0,Cas13b
ERZ14651271@110,VI,VI,4615,1,11,0,1,2,0.0,Cas13b
ERZ15184724@6,VI,VI,5096,1,11,0,2,2,0.0,Cas13b
ERZ15184745@8,VI,VI,6168,1,27,0,2,2,0.0,Cas13b
ERZ15184890@44,VI,VI,4385,1,7,0,3,4,0.0,Cas13b
ERZ15184903@102,VI,VI,5058,1,15,0,2,2,0.0,Cas13b
ERZ15184906@39,VI,VI,5427,1,16,0,3,3,0.0,Cas13b
ERZ15184906@39,VI,VI,5427,1,16,0,3,3,0.0,Cas13b
ERZ15184915@339,VI,VI,4978,1,5,0,2,2,0.0,Cas13b
ERZ15184959@19,VI,VI,5630,1,19,0,2,2,0.0,Cas13b
ERZ15184999@72,VI,VI,4798,1,9,0,1,2,0.0,Cas13b
ERZ15185004@77,VI,VI,4449,1,4,0,1,2,0.0,Cas13b
ERZ15185023@8,VI,VI,3586,1,5,0,1,1,0.0,Cas13b
ERZ15185053@106,VI,VI,6267,1,8,0,2,5,0.0,Cas13b
ERZ15185457@9,VI,VI,5764,1,21,0,2,2,0.0,Cas13b
ERZ15185468@7,VI,VI,4798,1,9,0,1,2,0.0,Cas13b
ERZ15185469@5,VI,VI,4504,1,13,0,1,2,0.0,Cas13b
ERZ15185498@199,VI,VI,4245,1,11,0,1,1,0.0,Cas13b
ERZ15185540@77,VI,VI,4737,1,6,0,2,2,0.0,Cas13b
ERZ15185566@50,VI,VI,5396,1,17,0,3,4,0.0,Cas13b
ERZ15185924@5,VI,VI,5631,1,19,0,2,2,0.0,Cas13b
ERZ15186026@29,VI,VI,5165,1,13,0,1,3,0.0,Cas13b
ERZ15232920@18,VI,VI,4745,1,7,0,1,3,0.0,Cas13b
ERZ15232922@7,VI,VI,4798,1,9,0,1,2,0.0,Cas13b
ERZ15232937@27,VI,VI,5496,1,17,0,2,2,0.0,Cas13b
ERZ15609684@46,VI,VI,4838,1,14,0,3,5,0.0,Cas13b
ERZ15609684@46,VI,VI,4838,1,14,0,3,5,0.0,Cas13b
ERZ15609684@46,VI,VI,4838,1,14,0,3,5,0.0,Cas13b
ERZ15609709@33,VI,VI,4403,1,11,0,1,1,0.0,Cas13b
ERZ15609711@183,VI,VI,4599,1,16,0,1,2,0.0,Cas13b
ERZ15609719@243,VI,VI,7218,1,8,0,4,4,0.0,Cas13b
ERZ15609724@340,VI,VI,7011,1,8,0,3,3,0.0,Cas13b
ERZ15609725@333,VI,VI,4137,1,9,0,1,1,0.0,Cas13b
ERZ15609727@5,VI,VI,7218,1,8,0,4,5,0.0,Cas13b
ERZ15609728@385,VI,VI,5025,1,6,0,2,2,0.0,Cas13b
ERZ15609731@61,VI,VI,7011,1,8,0,3,3,0.0,Cas13b
ERZ15609737@352,VI,VI,5232,1,9,0,2,2,0.0,Cas13b
ERZ15609747@49,VI,VI,4267,1,11,0,1,1,0.0,Cas13b
ERZ15609753@71,VI,VI,7218,1,8,0,4,5,0.0,Cas13b
ERZ15609755@202,VI,VI,7820,1,16,0,3,3,0.0,Cas13b
ERZ15609756@181,VI,VI,7187,1,17,0,3,4,0.0,Cas13b
ERZ15609756@241,VI,VI,7820,1,16,0,3,3,0.0,Cas13b
ERZ15609757@288,VI,VI,7218,1,8,0,4,5,0.0,Cas13b
ERZ15609757@71,VI,VI,4836,1,3,0,2,2,0.0,Cas13b
ERZ15609765@67,VI,VI,5074,1,18,0,1,2,0.0,Cas13b
ERZ15609772@180,VI,VI,5232,1,9,0,2,2,0.0,Cas13b
ERZ15609787@135,VI,VI,7044,1,6,0,3,3,0.0,Cas13b
ERZ15609787@211,VI,VI,4533,1,15,0,1,1,0.0,Cas13b
ERZ15609788@141,VI,VI,7112,1,18,0,3,4,0.0,Cas13b
ERZ15609799@102,VI,VI,4681,1,12,0,1,3,0.0,Cas13b
ERZ15609804@117,VI,VI,6405,1,7,0,3,4,0.0,Cas13b
ERZ15609809@11,VI,VI,4333,1,12,0,1,2,0.0,Cas13b
ERZ15609811@9,VI,VI,6988,1,9,0,3,3,0.0,Cas13b
ERZ15609812@374,VI,VI,7709,1,18,0,3,3,0.0,Cas13b
ERZ15609813@116,VI,VI,5080,1,6,0,2,2,0.0,Cas13b
ERZ15609839@107,VI,VI,4681,1,12,0,1,3,0.0,Cas13b
ERZ15609839@99,VI,VI,8705,1,12,0,3,6,0.0,Cas13b
ERZ15609846@73,VI,VI,8644,1,9,0,3,6,0.0,Cas13b
ERZ15609850@298,VI,VI,6589,1,9,0,3,4,0.0,Cas13b
ERZ15609852@589,VI,VI,3873,1,5,0,1,2,0.0,Cas13b
ERZ15609892@238,VI,VI,6619,1,15,0,2,3,0.0,Cas13b
ERZ15609931@267,VI,VI,8055,1,20,0,3,3,0.0,Cas13b
ERZ15609937@270,VI,VI,5355,1,11,0,2,2,0.0,Cas13b
ERZ15609957@29,VI,VI,6853,1,7,0,3,3,0.0,Cas13b
ERZ15609960@298,VI,VI,6853,1,7,0,3,3,0.0,Cas13b
ERZ15609981@202,VI,VI,5364,1,11,0,2,2,0.0,Cas13b
ERZ15610000@364,VI,VI,7080,1,9,0,3,3,0.0,Cas13b
ERZ15610008@189,VI,VI,4599,1,16,0,1,1,0.0,Cas13b
ERZ15610060@303,VI,VI,5166,1,8,0,2,2,0.0,Cas13b
ERZ15610073@178,VI,VI,5561,1,14,0,3,3,0.0,Cas13b
ERZ15610075@529,VI,VI,4907,1,4,0,2,2,0.0,Cas13b
ERZ15610075@58,VI,VI,4567,1,14,0,1,1,0.0,Cas13b
ERZ15610076@462,VI,VI,5186,1,8,0,2,2,0.0,Cas13b
ERZ15610083@392,VI,VI,4071,1,8,0,1,1,0.0,Cas13b
ERZ15610084@82,VI,VI,6271,1,5,0,3,3,0.0,Cas13b
ERZ15610087@349,VI,VI,5288,1,10,0,2,2,0.0,Cas13b
ERZ15610089@235,VI,VI,10467,1,12,0,4,8,0.0,Cas13b
ERZ15610091@127,VI,VI,6922,1,14,0,3,3,0.0,Cas13b
ERZ15610109@438,VI,VI,8109,1,5,0,3,6,0.0,Cas13b
ERZ15610114@227,VI,VI,6318,1,6,0,3,4,0.0,Cas13b
ERZ15610141@284,VI,VI,8176,1,7,0,3,7,0.0,Cas13b
ERZ15610143@15,VI,VI,9258,1,9,0,4,5,0.0,Cas13b
ERZ15610143@271,VI,VI,4215,1,10,0,1,2,0.0,Cas13b
ERZ15610144@263,VI,VI,6858,1,13,0,3,3,0.0,Cas13b
ERZ15610145@92,VI,VI,4934,1,15,0,2,2,0.0,Cas13b
ERZ15610150@159,VI,VI,6451,1,8,0,3,3,0.0,Cas13b
ERZ15610150@382,VI,VI,6783,1,6,0,3,4,0.0,Cas13b
ERZ15610517@146,VI,VI,6318,1,6,0,3,4,0.0,Cas13b
ERZ15610527@391,VI,VI,6318,1,6,0,3,4,0.0,Cas13b
ERZ15610544@332,VI,VI,7820,1,16,0,3,3,0.0,Cas13b
ERZ15610544@472,VI,VI,9047,1,18,0,4,5,0.0,Cas13b
ERZ15610545@17,VI,VI,8124,1,21,0,3,4,0.0,Cas13b
ERZ15610548@431,VI,VI,8291,1,7,0,5,5,0.0,Cas13b
ERZ15610548@431,VI,VI,8291,1,7,0,5,5,0.0,Cas13b
ERZ15610554@354,VI,VI,6528,1,9,0,3,3,0.0,Cas13b
