sequence_id,phage_id,pident,algn_length,mismatch,gapopen,phagestart,phageend,phagelength,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source
ERZ919703@267_sp1,MGV-GENOME-4415703,100.0,30,0,0,1423,1394,27786,2.92e-07,60.0,51.84625350896135,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp1,MGV-GENOME-0271979,100.0,30,0,0,30125,30096,37033,2.92e-07,60.0,42.68895309588745,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp1,MGV-GENOME-0262836,100.0,30,0,0,26103,26132,27468,2.92e-07,60.0,51.92951798456386,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp1,uvig_425625,100.0,30,0,0,12785,12756,39148,2.92e-07,60.0,47.81598038213957,Caudovirales,High-quality,Parabacteroides distasonis,temperate,GPD
ERZ919703@267_sp2,MGV-GENOME-0314720,100.0,29,0,0,47564,47592,51771,1.15e-06,58.0,36.61895655869116,Caudovirales,High-quality,Bacteroidales,virulent,MGV
ERZ919703@267_sp2,uvig_120179,100.0,29,0,0,14131,14103,24678,1.15e-06,58.0,35.57419563984116,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp2,uvig_109679,100.0,29,0,0,13204,13232,17134,1.15e-06,58.0,37.171705381113576,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp2,MGV-GENOME-0317937,100.0,29,0,0,1193,1221,53187,1.15e-06,58.0,37.17637768627672,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919703@267_sp2,MGV-GENOME-0313898,100.0,29,0,0,4872,4844,42413,1.15e-06,58.0,35.9535991323415,Caudovirales,Medium-quality,Bacteroidales,virulent,MGV
ERZ919703@267_sp2,MGV-GENOME-0311372,100.0,29,0,0,4800,4772,50407,1.15e-06,58.0,36.55047910012498,Caudovirales,Complete,Bacteroidales,virulent,MGV
ERZ919703@267_sp2,MGV-GENOME-0310256,100.0,29,0,0,46636,46608,50019,1.15e-06,58.0,36.548111717547336,Caudovirales,Complete,Bacteroidales,virulent,MGV
ERZ919703@267_sp2,MGV-GENOME-0309072,100.0,29,0,0,45475,45503,49572,1.15e-06,58.0,36.57911724360526,Caudovirales,High-quality,Bacteroidales,virulent,MGV
ERZ919703@267_sp2,MGV-GENOME-0302252,100.0,29,0,0,45089,45117,47307,1.15e-06,58.0,36.68590272052762,Caudovirales,High-quality,Bacteroidales,virulent,MGV
ERZ919703@267_sp2,MGV-GENOME-0287342,100.0,29,0,0,10875,10847,41931,1.15e-06,58.0,35.53456869619136,Caudovirales,Medium-quality,Bacteroidales,virulent,MGV
ERZ919703@267_sp3,MGV-GENOME-0324570,100.0,30,0,0,23156,23127,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp3,MGV-GENOME-0306913,100.0,30,0,0,22186,22157,48846,2.92e-07,60.0,44.114154690251,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp3,MGV-GENOME-0271979,100.0,30,0,0,29994,29965,37033,2.92e-07,60.0,42.68895309588745,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp3,MGV-GENOME-0246041,100.0,30,0,0,20582,20553,36100,2.92e-07,60.0,42.11080332409972,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp3,uvig_83691,100.0,30,0,0,18265,18236,35029,2.92e-07,60.0,43.463986982214735,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp3,IMGVR_UViG_7000000570_000258|7000000570|SRS051882_Baylor_scaffold_3869|25564-83328,100.0,30,0,0,22959,22930,57765,2.92e-07,60.0,43.75833116939323,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp3,IMGVR_UViG_7000000317_000390|7000000317|SRS014459_WUGC_scaffold_70953|25612-88696,100.0,30,0,0,26248,26219,63085,2.92e-07,60.0,42.65197749068717,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp3,IMGVR_UViG_3300007853_000159|3300007853|Ga0114093_100020|88684-148722,100.0,30,0,0,26248,26219,60039,2.92e-07,60.0,42.32249038125219,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp3,IMGVR_UViG_2065487001_000146|2065487001|bke_il_soap_contig_9914|25616-88370,100.0,30,0,0,26300,26271,62755,2.92e-07,60.0,42.18468647916501,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp3,IMGVR_UViG_3300008737_000133|3300008737|Ga0113999_100043|25675-94847,100.0,30,0,0,26249,26220,69173,2.92e-07,60.0,41.93254593555289,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp4,MGV-GENOME-4435512,100.0,30,0,0,73118,73147,148627,2.92e-07,60.0,38.06105216414245,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0375780,100.0,30,0,0,20303,20332,149348,2.92e-07,60.0,38.076171090339336,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0375258,100.0,30,0,0,14746,14775,145277,2.92e-07,60.0,37.906206763630856,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0366724,100.0,30,0,0,6780,6809,100336,2.92e-07,60.0,38.01925530218465,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0358728,100.0,30,0,0,26274,26303,88683,2.92e-07,60.0,37.92947915609531,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0355554,100.0,30,0,0,14705,14734,84854,2.92e-07,60.0,37.53152473660641,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0334280,100.0,30,0,0,13545,13574,61443,2.92e-07,60.0,43.58836645346093,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0326500,100.0,30,0,0,13112,13141,52632,2.92e-07,60.0,44.63064295485636,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0323272,100.0,30,0,0,13122,13151,51130,2.92e-07,60.0,44.71151965577938,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp4,MGV-GENOME-0299779,100.0,30,0,0,10490,10519,46567,2.92e-07,60.0,42.89088839736294,Caudovirales,High-quality,Parabacteroides,temperate,MGV
ERZ919703@267_sp5,MGV-GENOME-0338122,100.0,30,0,0,4338,4367,64120,2.92e-07,60.0,43.36712414223331,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp5,uvig_570068,100.0,30,0,0,11221,11250,37384,2.92e-07,60.0,41.59265996148085,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp5,IMGVR_UViG_3300029051_000279|3300029051|Ga0169669_100345|3-38325,100.0,30,0,0,10727,10756,38323,2.92e-07,60.0,44.12232862771704,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp5,IMGVR_UViG_3300008705_000304|3300008705|Ga0113869_1000026|101940-161726,100.0,30,0,0,11068,11097,59787,2.92e-07,60.0,43.05952799103484,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp5,IMGVR_UViG_3300008733_000214|3300008733|Ga0115617_100109|14779-83814,100.0,30,0,0,11128,11157,69036,2.92e-07,60.0,43.19920041717365,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp5,IMGVR_UViG_3300029772_000274|3300029772|Ga0245166_100040|86065-144696,100.0,30,0,0,6924,6953,58632,2.92e-07,60.0,42.74457634056488,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp5,IMGVR_UViG_3300023479_000148|3300023479|Ga0257034_10238|2-38377,100.0,30,0,0,10838,10867,38376,2.92e-07,60.0,44.105691056910565,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp5,IMGVR_UViG_7000000040_000019|7000000040|SRS043411_WUGC_scaffold_17342,100.0,30,0,0,2573,2602,54502,2.92e-07,60.0,43.76169681846538,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919703@267_sp5,IMGVR_UViG_3300045988_100662|3300045988|Ga0495776_005896,100.0,30,0,0,22806,22835,47457,2.92e-07,60.0,42.261415597277534,Caudoviricetes,Complete,Parabacteroides,virulent,IMG_VR
ERZ919703@267_sp5,IMGVR_UViG_3300045988_100398|3300045988|Ga0495776_093442,100.0,30,0,0,2775,2804,54146,2.92e-07,60.0,43.87951095187087,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919703@267_sp6,IMGVR_UViG_3300029051_000279|3300029051|Ga0169669_100345|3-38325,100.0,30,0,0,10793,10822,38323,2.92e-07,60.0,44.12232862771704,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp6,IMGVR_UViG_3300023479_000148|3300023479|Ga0257034_10238|2-38377,100.0,30,0,0,10904,10933,38376,2.92e-07,60.0,44.105691056910565,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp6,MGV-GENOME-0271979,100.0,30,0,0,29796,29767,37033,2.92e-07,60.0,42.68895309588745,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp6,MGV-GENOME-0176733,100.0,30,0,0,17680,17651,24180,2.92e-07,60.0,43.03143093465674,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp7,uvig_380942,100.0,30,0,0,89535,89564,96322,2.92e-07,60.0,43.29125225805112,Caudovirales,Complete,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp7,MGV-GENOME-0258316,100.0,30,0,0,954,983,35201,2.92e-07,60.0,38.21482344251584,Caudovirales,Medium-quality,Bacteroidales,virulent,MGV
ERZ919703@267_sp7,MGV-GENOME-0271979,100.0,30,0,0,29730,29701,37033,2.92e-07,60.0,42.68895309588745,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp7,uvig_97036,100.0,30,0,0,6723,6694,91966,2.92e-07,60.0,43.111584716090725,Caudovirales,Complete,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp7,uvig_67290,100.0,30,0,0,6707,6678,79989,2.92e-07,60.0,41.45444998687319,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp7,uvig_425625,100.0,30,0,0,6767,6738,39148,2.92e-07,60.0,47.81598038213957,Caudovirales,High-quality,Parabacteroides distasonis,temperate,GPD
ERZ919703@267_sp7,uvig_179796,100.0,30,0,0,6773,6744,70419,2.92e-07,60.0,42.36356665104588,Caudovirales,High-quality,Parabacteroides distasonis,temperate,GPD
ERZ919703@267_sp7,ivig_3935,100.0,30,0,0,2919,2890,71476,2.92e-07,60.0,42.193183726005934,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp7,uvig_21171,96.667,30,1,0,72973,72944,92410,7.11e-05,52.0,40.48371388377881,Caudovirales,Complete,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp7,IMGVR_UViG_2921119228_000004|2921119228|2921119277|80679-158553,96.667,30,1,0,20878,20907,77875,7.11e-05,52.0,39.16789727126806,Caudoviricetes,High-quality,Parabacteroides distasonis,temperate,IMG_VR
ERZ919703@267_sp8,MGV-GENOME-0271979,100.0,30,0,0,29664,29635,37033,2.92e-07,60.0,42.68895309588745,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp8,uvig_179738,100.0,30,0,0,71932,71903,78106,2.92e-07,60.0,43.59204158451335,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ919703@267_sp8,MGV-GENOME-0176733,100.0,30,0,0,17614,17585,24180,2.92e-07,60.0,43.03143093465674,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp9,MGV-GENOME-0271979,100.0,29,0,0,29598,29570,37033,1.15e-06,58.0,42.68895309588745,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp9,MGV-GENOME-0209486,100.0,29,0,0,29598,29570,29653,1.15e-06,58.0,43.13560179408491,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp9,MGV-GENOME-0228990,100.0,29,0,0,16699,16671,33119,1.15e-06,58.0,46.79489115009511,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp9,MGV-GENOME-0176733,100.0,29,0,0,17548,17520,24180,1.15e-06,58.0,43.03143093465674,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919703@267_sp9,IMGVR_UViG_3300029051_000279|3300029051|Ga0169669_100345|3-38325,100.0,29,0,0,10924,10952,38323,1.15e-06,58.0,44.12232862771704,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp9,IMGVR_UViG_3300023479_000148|3300023479|Ga0257034_10238|2-38377,100.0,29,0,0,10970,10998,38376,1.15e-06,58.0,44.105691056910565,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919703@267_sp9,IMGVR_UViG_3300045988_174745|3300045988|Ga0495776_045023,100.0,29,0,0,16299,16327,37435,1.15e-06,58.0,46.75838119406972,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919703@267_sp9,MGV-GENOME-0254084,100.0,29,0,0,16299,16327,37435,1.15e-06,58.0,46.75838119406972,,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp0,MGV-GENOME-0272469,100.0,30,0,0,7309,7280,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp0,MGV-GENOME-0262551,100.0,30,0,0,16149,16178,23456,2.92e-07,60.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp0,IMGVR_UViG_3300029137_000161|3300029137|Ga0168731_100160|2-43872,100.0,30,0,0,20361,20390,43871,2.92e-07,60.0,48.569670169360165,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp0,IMGVR_UViG_3300028984_000051|3300028984|Ga0169601_100087|2-45144,100.0,30,0,0,15901,15872,45143,2.92e-07,60.0,45.56631149901425,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp0,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,30,0,0,23536,23507,51895,2.92e-07,60.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp0,IMGVR_UViG_3300029684_000347|3300029684|Ga0245194_100121|118812-168365,100.0,30,0,0,23537,23508,49554,2.92e-07,60.0,47.87100940388263,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp0,MGV-GENOME-0233301,100.0,30,0,0,16504,16475,33970,2.92e-07,60.0,46.98263173388284,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp1,MGV-GENOME-0272469,100.0,29,0,0,7243,7215,25273,1.15e-06,58.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp1,IMGVR_UViG_3300028984_000051|3300028984|Ga0169601_100087|2-45144,100.0,29,0,0,15835,15807,45143,1.15e-06,58.0,45.56631149901425,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp1,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,29,0,0,23470,23442,51895,1.15e-06,58.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp1,IMGVR_UViG_3300029684_000347|3300029684|Ga0245194_100121|118812-168365,100.0,29,0,0,23471,23443,49554,1.15e-06,58.0,47.87100940388263,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp1,MGV-GENOME-0233301,100.0,29,0,0,16438,16410,33970,1.15e-06,58.0,46.98263173388284,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp1,MGV-GENOME-0262551,100.0,29,0,0,16215,16243,23456,1.15e-06,58.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp1,IMGVR_UViG_3300029137_000161|3300029137|Ga0168731_100160|2-43872,100.0,29,0,0,20427,20455,43871,1.15e-06,58.0,48.569670169360165,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp1,MGV-GENOME-0340367,96.552,29,1,0,51503,51475,65887,0.000281,50.1,42.48941369314129,Caudovirales,High-quality,Bacteroidales,virulent,MGV
ERZ919810@2_sp1,MGV-GENOME-0329850,96.552,29,1,0,37528,37556,58975,0.000281,50.1,43.79991521831285,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp1,MGV-GENOME-0329611,96.552,29,1,0,11163,11135,47720,0.000281,50.1,44.478206202849954,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp2,MGV-GENOME-0272469,100.0,30,0,0,7195,7166,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp2,MGV-GENOME-0262551,100.0,30,0,0,16263,16292,23456,2.92e-07,60.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp2,IMGVR_UViG_3300029137_000161|3300029137|Ga0168731_100160|2-43872,100.0,30,0,0,20475,20504,43871,2.92e-07,60.0,48.569670169360165,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp2,IMGVR_UViG_3300028984_000051|3300028984|Ga0169601_100087|2-45144,100.0,30,0,0,15787,15758,45143,2.92e-07,60.0,45.56631149901425,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp2,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,30,0,0,23422,23393,51895,2.92e-07,60.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp2,IMGVR_UViG_3300029684_000347|3300029684|Ga0245194_100121|118812-168365,100.0,30,0,0,23423,23394,49554,2.92e-07,60.0,47.87100940388263,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp2,uvig_324873,100.0,30,0,0,6635,6664,165160,2.92e-07,60.0,43.30104141438605,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
ERZ919810@2_sp2,uvig_222228,100.0,30,0,0,6599,6628,19060,2.92e-07,60.0,42.74396642182581,Caudovirales,Low-quality,Parabacteroides distasonis,virulent,GPD
ERZ919810@2_sp2,MGV-GENOME-0233301,100.0,30,0,0,16390,16361,33970,2.92e-07,60.0,46.98263173388284,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp2,MGV-GENOME-0241781,100.0,30,0,0,263,292,35469,2.92e-07,60.0,42.2960895429812,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0379295,100.0,29,0,0,171105,171133,195667,1.15e-06,58.0,32.528223972361204,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0367409,100.0,29,0,0,86066,86094,101302,1.15e-06,58.0,32.62423249294189,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0367329,100.0,29,0,0,81946,81974,101181,1.15e-06,58.0,32.50313794091776,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0366953,100.0,29,0,0,38615,38643,100631,1.15e-06,58.0,32.63904760958353,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0366245,100.0,29,0,0,44308,44280,99644,1.15e-06,58.0,32.64822769057846,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0365851,100.0,29,0,0,60216,60244,99107,1.15e-06,58.0,32.569848749331534,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0365074,100.0,29,0,0,47045,47017,98214,1.15e-06,58.0,32.58394933512534,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0365002,100.0,29,0,0,18657,18685,98136,1.15e-06,58.0,32.64958832640417,Caudovirales,Complete,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0364229,100.0,29,0,0,1637,1665,97284,1.15e-06,58.0,32.74433617038773,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp3,MGV-GENOME-0364191,100.0,29,0,0,44210,44182,97238,1.15e-06,58.0,32.642588288529176,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp4,MGV-GENOME-0272469,100.0,30,0,0,7064,7035,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp4,IMGVR_UViG_3300028984_000051|3300028984|Ga0169601_100087|2-45144,100.0,30,0,0,15458,15429,45143,2.92e-07,60.0,45.56631149901425,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp4,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,30,0,0,23291,23262,51895,2.92e-07,60.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp4,IMGVR_UViG_3300029684_000347|3300029684|Ga0245194_100121|118812-168365,100.0,30,0,0,23291,23262,49554,2.92e-07,60.0,47.87100940388263,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp4,MGV-GENOME-0233301,100.0,30,0,0,16061,16032,33970,2.92e-07,60.0,46.98263173388284,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp4,MGV-GENOME-0262551,100.0,30,0,0,16394,16423,23456,2.92e-07,60.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp4,IMGVR_UViG_3300029137_000161|3300029137|Ga0168731_100160|2-43872,100.0,30,0,0,20672,20701,43871,2.92e-07,60.0,48.569670169360165,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp4,uvig_242861,93.333,30,2,0,12527,12498,32673,0.017,44.1,42.576439261775775,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919810@2_sp5,MGV-GENOME-0272469,100.0,30,0,0,6998,6969,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp5,MGV-GENOME-0344235,100.0,30,0,0,13309,13280,59769,2.92e-07,60.0,45.23749769947632,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp5,MGV-GENOME-0342469,100.0,30,0,0,11096,11067,55731,2.92e-07,60.0,45.448673090380574,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp5,IMGVR_UViG_3300008272_000429|3300008272|Ga0111092_1000084|56877-108771,100.0,30,0,0,23225,23196,51895,2.92e-07,60.0,47.44002312361499,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919810@2_sp5,IMGVR_UViG_3300045988_148089|3300045988|Ga0495776_150186,100.0,30,0,0,13309,13280,59769,2.92e-07,60.0,45.23749769947632,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919810@2_sp5,IMGVR_UViG_3300045988_149928|3300045988|Ga0495776_163644,100.0,30,0,0,11096,11067,55731,2.92e-07,60.0,45.448673090380574,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919810@2_sp5,MGV-GENOME-0181148,100.0,30,0,0,11017,10988,24839,2.92e-07,60.0,44.8850597850155,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp5,SAMN00792051_a1_ct19084_vs1,100.0,30,0,0,4827,4798,24200,2.92e-07,60.0,45.8801652892562,Siphoviridae,Low-quality,-,virulent,CHVD
ERZ919810@2_sp5,MGV-GENOME-0262551,100.0,30,0,0,16460,16489,23456,2.92e-07,60.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp5,IMGVR_UViG_3300045988_161815|3300045988|Ga0495776_037395,100.0,30,0,0,46606,46635,57392,2.92e-07,60.0,45.33732924449401,Caudoviricetes,High-quality,Parabacteroides,virulent,IMG_VR
ERZ919810@2_sp6,MGV-GENOME-0329850,100.0,30,0,0,54634,54663,58975,2.92e-07,60.0,43.79991521831285,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp6,MGV-GENOME-0327555,100.0,30,0,0,6832,6803,57798,2.92e-07,60.0,43.38039378525209,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp6,MGV-GENOME-0326705,100.0,30,0,0,5330,5301,56386,2.92e-07,60.0,43.7218458482602,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp6,MGV-GENOME-0324570,100.0,30,0,0,53566,53595,56412,2.92e-07,60.0,43.60774303339715,Caudovirales,High-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp6,MGV-GENOME-0314912,100.0,30,0,0,847,818,50591,2.92e-07,60.0,43.2428692850507,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp6,MGV-GENOME-0272469,100.0,30,0,0,6932,6903,25273,2.92e-07,60.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp6,MGV-GENOME-0242671,100.0,30,0,0,30506,30535,35603,2.92e-07,60.0,44.996208184703534,Caudovirales,Medium-quality,Parabacteroides,virulent,MGV
ERZ919810@2_sp6,Ma_2019_SRR413676_NODE_290_length_65701_cov_16.819913,100.0,30,0,0,61188,61217,65701,2.92e-07,60.0,43.09827856501423,Caudovirales,High-quality,CAG-382,virulent,GVD
ERZ919810@2_sp6,Ma_2019_SRR413594_NODE_206_length_60601_cov_5.584250,100.0,30,0,0,37844,37815,60601,2.92e-07,60.0,42.26662926354351,Caudovirales,Complete,Lachnospiraceae,virulent,GVD
ERZ919810@2_sp6,uvig_361850,100.0,30,0,0,5988,5959,33767,2.92e-07,60.0,45.00251725057009,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,GPD
ERZ919804@264_sp0,MGV-GENOME-0272469,100.0,28,0,0,7243,7216,25273,4.1e-06,56.0,44.09844498080956,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919804@264_sp0,MGV-GENOME-0262551,100.0,28,0,0,16215,16242,23456,4.1e-06,56.0,43.63489085948159,,Medium-quality,Parabacteroides,virulent,MGV
ERZ919804@264_sp0,IMGVR_UViG_3300029137_000161|3300029137|Ga0168731_100160|2-43872,100.0,28,0,0,20427,20454,43871,4.1e-06,56.0,48.569670169360165,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
ERZ919804@264_sp0,IMGVR_UViG_3300028984_000051|3300028984|Ga0169601_100087|2-45144,100.0,28,0,0,15835,15808,45143,4.1e-06,56.0,45.56631149901425,Caudoviricetes,High-quality,Parabacteroides,temperate,IMG_VR
