sequence_id,spacerhost,phage_id,pident,algn_length,mismatch,gapopen,phagestart,phageend,phagelength,evalue,bitscore,phagecg,phagetaxonomy,completeness,phagehost,lifestyle,phagesource
GCA_028335105.1@15_2,Porphyromonas gingivalis,MGV-GENOME-0211214,96.667,30,1,0,10518,10489,29957,7.11e-05,52.0,49.77801515505558,Caudovirales,Medium-quality,Bacteroides ovatus,virulent,MGV
GCA_900446855.1@6_3,Chryseobacterium jejuense,IMGVR_UViG_2859292163_000001|2859292163|2859292163|4814795-4857697,96.667,30,1,0,16031,16060,42903,7.11e-05,52.0,34.57800153835396,Caudoviricetes,High-quality,Chryseobacterium aureum,temperate,IMG_VR
GCA_900446855.1@6_5,Chryseobacterium jejuense,IMGVR_UViG_2859292163_000001|2859292163|2859292163|4814795-4857697,100.0,30,0,0,18730,18759,42903,2.92e-07,60.0,34.57800153835396,Caudoviricetes,High-quality,Chryseobacterium aureum,temperate,IMG_VR
GCA_900446855.1@6_5,Chryseobacterium jejuense,TemPhD_cluster_32810,100.0,30,0,0,14764,14793,40088,2.92e-07,60.0,33.85551786070645,Caudovirales,High-quality,Chryseobacterium indologenes,temperate,TEMPHD
GCA_900446855.1@6_5,Chryseobacterium jejuense,IMGVR_UViG_2585428184_000002|2585428184|2585515366|189357-237759,100.0,30,0,0,27938,27909,48403,2.92e-07,60.0,33.19009152325269,Caudoviricetes,High-quality,Chryseobacterium rhizoplanae,temperate,IMG_VR
GCA_900446855.1@6_5,Chryseobacterium jejuense,IMGVR_UViG_2903172618_000001|2903172618|2903172625|19445-66896,100.0,30,0,0,31774,31745,47452,2.92e-07,60.0,34.21352103177948,Caudoviricetes,High-quality,Chryseobacterium sp006829085,temperate,IMG_VR
GCA_900446855.1@6_11,Chryseobacterium jejuense,IMGVR_UViG_2681813505_000001|2681813505|2681918585|675256-714161,96.667,30,1,0,37830,37859,38906,7.11e-05,52.0,33.15169896674035,Caudoviricetes,High-quality,Chryseobacterium joostei,temperate,IMG_VR
GCA_900446855.1@6_11,Chryseobacterium jejuense,IMGVR_UViG_2684623028_000001|2684623028|2684692253,96.667,30,1,0,17472,17443,39915,7.11e-05,52.0,34.13253162971314,Caudoviricetes,High-quality,Chryseobacterium oranimense,virulent,IMG_VR
GCA_900446855.1@6_11,Chryseobacterium jejuense,TemPhD_cluster_41486,96.667,30,1,0,39271,39300,42463,7.11e-05,52.0,32.63076089772272,Caudovirales,High-quality,Chryseobacterium joostei,temperate,TEMPHD
GCA_900446855.1@6_8,Chryseobacterium jejuense,IMGVR_UViG_2816332188_000001|2816332188|2816336741|251950-302245,96.667,30,0,1,10283,10311,50296,0.017,44.1,34.448067440750755,Caudoviricetes,High-quality,Chryseobacterium aquifrigidense,temperate,IMG_VR
GCA_028377305.1@11_4,Prolixibacteraceae bacterium,uvig_591222,90.0,30,3,0,2612,2641,19738,4.2,36.2,34.50197588408147,Caudovirales,Low-quality,Blautia obeum,virulent,GPD
GCA_028377305.1@11_4,Prolixibacteraceae bacterium,SAMN09781776_a1_ct92702_vs1,90.0,30,3,0,17126,17097,19737,4.2,36.2,34.49865734407458,Siphoviridae,Low-quality,Bacillus,virulent,CHVD
GCA_021406845.1@6_4,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,96.667,30,1,0,54248,54277,57171,7.11e-05,52.0,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000287635.1@14_1,Prevotella sp.,SAMEA2737953_b1_ct1,100.0,30,0,0,7676,7705,54313,2.92e-07,60.0,40.377073628781325,Siphoviridae,High-quality,Prevotella,virulent,CHVD
GCA_000287635.1@14_7,Prevotella sp.,OTU_841,100.0,29,0,0,56066,56094,56445,1.15e-06,58.0,46.98024625741873,Bertilviridae,Medium-quality,Prevotella,virulent,IGVD
GCA_000287635.1@14_7,Prevotella sp.,uvig_397423,100.0,29,0,0,11961,11933,27086,1.15e-06,58.0,49.43144059661818,Caudovirales,Low-quality,Prevotella stercorea,virulent,GPD
GCA_000287635.1@14_7,Prevotella sp.,Ma_2019_SRR413567_NODE_1806_length_11898_cov_2.813730,100.0,29,0,0,412,384,11898,1.15e-06,58.0,46.1253992267608,Caudovirales,Low-quality,Bacteroidaceae,virulent,GVD
GCA_000287635.1@14_8,Prevotella sp.,OTU_841,100.0,30,0,0,50906,50877,56445,2.92e-07,60.0,46.98024625741873,Bertilviridae,Medium-quality,Prevotella,virulent,IGVD
GCA_000287635.1@14_8,Prevotella sp.,OTU_6103,100.0,30,0,0,14950,14921,18590,2.92e-07,60.0,53.37816030123722,Zeniaviridae,Low-quality,Prevotella,temperate,IGVD
GCA_000287635.1@14_8,Prevotella sp.,OTU_4838,100.0,30,0,0,20321,20292,23961,2.92e-07,60.0,50.911898501731976,Zeniaviridae,Medium-quality,Prevotella,temperate,IGVD
GCA_000287635.1@14_9,Prevotella sp.,uvig_533811,100.0,30,0,0,3632,3661,26283,2.92e-07,60.0,39.29536202107826,Caudovirales,High-quality,Parabacteroides distasonis,virulent,GPD
GCA_000287635.1@14_9,Prevotella sp.,MGV-GENOME-0128210,100.0,30,0,0,12359,12330,15941,2.92e-07,60.0,39.71519979925977,Caudovirales,Medium-quality,Prevotella,virulent,MGV
GCA_000287635.1@14_9,Prevotella sp.,IMGVR_UViG_3300039340_000067|3300039340|Ga0169801_00281|22292-53535,100.0,30,0,0,26174,26145,31244,2.92e-07,60.0,39.23633337600819,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
GCA_000287635.1@14_9,Prevotella sp.,SAMEA2580213_a1_ct11143_vs1,100.0,30,0,0,5082,5111,32550,2.92e-07,60.0,39.61904761904762,Myoviridae,High-quality,Prevotella,temperate,CHVD
GCA_000287635.1@14_11,Prevotella sp.,IMGVR_UViG_3300008281_000192|3300008281|Ga0113996_1000107|16268-70347,96.667,30,1,0,50733,50704,54080,7.11e-05,52.0,40.821005917159766,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
GCA_000287635.1@14_11,Prevotella sp.,SRS018443_a1_ct39747_vs1,96.667,30,1,0,2157,2186,54372,7.11e-05,52.0,40.59442360038255,Siphoviridae,High-quality,Prevotella,virulent,CHVD
GCA_002529125.1@14_2,Porphyromonas gingivalis,IMGVR_UViG_2571042235_000001|2571042235|2571059602|13605-56115,100.0,30,0,0,1480,1451,42511,2.92e-07,60.0,50.859777469360864,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_2,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,100.0,30,0,0,55192,55221,57171,2.92e-07,60.0,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_9,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,96.667,30,1,0,25336,25365,57171,7.11e-05,52.0,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_9,Porphyromonas gingivalis,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,96.667,30,1,0,20880,20909,51286,7.11e-05,52.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_12,Porphyromonas gingivalis,IMGVR_UViG_2639763162_000001|2639763162|2639848518|21614-75019,100.0,29,0,0,37366,37338,53406,1.15e-06,58.0,49.39145414372917,Caudoviricetes,High-quality,Porphyromonas gulae,temperate,IMG_VR
GCA_002529125.1@14_12,Porphyromonas gingivalis,IMGVR_UViG_2855585092_000002|2855585092|2855585172|3283-47269,100.0,29,0,0,32173,32145,43987,1.15e-06,58.0,50.48764407665901,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_12,Porphyromonas gingivalis,IMGVR_UViG_2846829876_000002|2846829876|2846829876|620851-664599,100.0,29,0,0,31069,31041,43749,1.15e-06,58.0,50.54515531783584,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_12,Porphyromonas gingivalis,IMGVR_UViG_2846822444_000001|2846822444|2846822444|1411026-1458836,100.0,29,0,0,16490,16518,47811,1.15e-06,58.0,50.235301499654895,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_12,Porphyromonas gingivalis,IMGVR_UViG_2571042235_000001|2571042235|2571059602|13605-56115,100.0,29,0,0,30582,30554,42511,1.15e-06,58.0,50.859777469360864,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529125.1@14_1,Porphyromonas gingivalis,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,18326,18297,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001670725.1@13_13,Riemerella anatipestifer,IMGVR_UViG_2734482772_000010|2734482772|2734684211|1-34584,100.0,30,0,0,26478,26449,34584,2.92e-07,60.0,54.72183668748555,Caudoviricetes,High-quality,Escherichia coli,temperate,IMG_VR
GCA_001670725.1@13_13,Riemerella anatipestifer,uvig_193258,100.0,30,0,0,4694,4723,31377,2.92e-07,60.0,55.53749561780922,Caudovirales,Medium-quality,Escherichia coli,temperate,GPD
GCA_001670725.1@13_7,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28448,28477,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_001670725.1@13_8,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8243,8214,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_023822465.1@5_5,Porphyromonas gingivalis,MGV-GENOME-0211214,96.667,30,1,0,13760,13789,29957,7.11e-05,52.0,49.77801515505558,Caudovirales,Medium-quality,Bacteroides ovatus,virulent,MGV
GCA_023822465.1@5_2,Porphyromonas gingivalis,Station125_SUR_ALL_assembly_NODE_972_length_19599_cov_4.985520,93.103,29,2,0,16324,16352,19599,0.069,42.1,30.55257921322517,Caudovirales,Low-quality,Clostridioides difficile,virulent,GOV2
GCA_023822465.1@5_3,Porphyromonas gingivalis,TemPhD_cluster_26955,90.0,30,3,0,11975,11946,48785,4.2,36.2,48.87362918929999,Caudovirales,High-quality,Porphyromonas gulae,temperate,TEMPHD
GCA_015291805.1@4_6,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28448,28477,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_015291805.1@4_7,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8243,8214,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_000378065.1@5_3,Porphyromonas gulae,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,93.333,30,2,0,50369,50340,51286,0.017,44.1,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000378065.1@5_5,Porphyromonas gulae,MGV-GENOME-0272237,96.552,29,1,0,195,223,35387,0.000281,50.1,48.2013168677763,Caudovirales,Medium-quality,Ruminiclostridium siraeum,temperate,MGV
GCA_009663485.1@1_1,Riemerella anatipestifer,Station72_DCM_ALL_assembly_NODE_31_length_76956_cov_5.497874,93.103,29,2,0,37257,37285,76956,0.069,42.1,38.25302770414263,Caudovirales,Medium-quality,Acinetobacter calcoaceticus,virulent,GOV2
GCA_009663485.1@1_1,Riemerella anatipestifer,Station100_DCM_ALL_assembly_NODE_89_length_60434_cov_6.364464,93.103,29,2,0,21371,21399,60434,0.069,42.1,38.32114372704107,Caudovirales,Medium-quality,Moraxella catarrhalis,virulent,GOV2
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_2834954086_000001|2834954086|2834954086|2092303-2140653,96.667,30,1,0,48032,48003,48351,7.11e-05,52.0,34.932059316249926,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_2721755539_000001|2721755539|2721800994|2089749-2136803,96.667,30,1,0,46470,46441,47055,7.11e-05,52.0,35.10360216767612,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_651053063_000001|651053063|651053060|157280-206407,96.667,30,1,0,586,615,49128,7.11e-05,52.0,34.912880638332524,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_2724679207_000002|2724679207|2724717569|47187-96235,96.667,30,1,0,586,615,49049,7.11e-05,52.0,34.80193276111643,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_2834334511_000001|2834334511|2834334554|4915-53707,96.667,30,1,0,48208,48179,48793,7.11e-05,52.0,35.03371385239686,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_2627854212_000002|2627854212|2627925495|2119183-2168380,96.667,30,1,0,48613,48584,49198,7.11e-05,52.0,34.966868571893166,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_649633092_000001|649633092|649633065|2090737-2139086,96.667,30,1,0,48031,48002,48350,7.11e-05,52.0,34.932781799379526,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,IMGVR_UViG_2531839590_000001|2531839590|2531917019|70498-119313,96.667,30,1,0,48231,48202,48816,7.11e-05,52.0,35.095050803015404,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_2,Riemerella anatipestifer,NC_019490.1,96.667,30,1,0,44628,44599,49329,7.11e-05,52.0,34.74021366741673,Caudovirales,High-quality,Riemerella anatipestifer,virulent,REFSEQ
GCA_009663485.1@1_4,Riemerella anatipestifer,IMGVR_UViG_2518645536_000001|2518645536|2518679801|1354423-1396578,100.0,30,0,0,4306,4277,42156,2.92e-07,60.0,33.456684694942595,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_009663485.1@1_5,Riemerella anatipestifer,IMGVR_UViG_2834949002_000002|2834949002|2834949002|359312-408814,96.667,30,1,0,3624,3595,49503,7.11e-05,52.0,34.71708785326142,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_001670875.1@4_5,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8214,8243,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_001670875.1@4_6,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28477,28448,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_025629665.1@16_6,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,12192,12163,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_025629665.1@16_11,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,33,4,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_023822425.1@15_1,Porphyromonas gingivalis,MGV-GENOME-0211214,96.667,30,1,0,13789,13760,29957,7.11e-05,52.0,49.77801515505558,Caudovirales,Medium-quality,Bacteroides ovatus,virulent,MGV
GCA_023822425.1@15_3,Porphyromonas gingivalis,TemPhD_cluster_26955,90.0,30,3,0,11946,11975,48785,4.2,36.2,48.87362918929999,Caudovirales,High-quality,Porphyromonas gulae,temperate,TEMPHD
GCA_023822425.1@15_5,Porphyromonas gingivalis,TemPhD_cluster_26955,90.0,30,3,0,11946,11975,48785,4.2,36.2,48.87362918929999,Caudovirales,High-quality,Porphyromonas gulae,temperate,TEMPHD
GCA_023822425.1@15_6,Porphyromonas gingivalis,Station125_SUR_ALL_assembly_NODE_972_length_19599_cov_4.985520,93.103,29,2,0,16352,16324,19599,0.069,42.1,30.55257921322517,Caudovirales,Low-quality,Clostridioides difficile,virulent,GOV2
GCA_002896355.1@13_6,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28448,28477,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_002896355.1@13_7,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8243,8214,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_025947105.1@19_3,Flavobacterium sp.,IMGVR_UViG_3300025655_000056|3300025655|Ga0208795_1000049,100.0,30,0,0,28746,28775,49140,2.92e-07,60.0,29.947089947089943,Caudoviricetes,High-quality,Flavobacteriaceae,virulent,IMG_VR
GCA_025947105.1@19_3,Flavobacterium sp.,IMGVR_UViG_3300022200_000069|3300022200|Ga0196901_1000052,100.0,30,0,0,28726,28755,49094,2.92e-07,60.0,29.932374628264142,Caudoviricetes,High-quality,Flavobacteriaceae,virulent,IMG_VR
GCA_016863695.1@20_18,Capnocytophaga stomatis,IMGVR_UViG_3300014815_000257|3300014815|Ga0119815_1000232|3-44993,90.0,30,3,0,13284,13313,44991,4.2,36.2,45.34684714720722,Caudoviricetes,High-quality,Capnocytophaga,temperate,IMG_VR
GCA_003862255.1@15_4,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,100.0,30,0,0,56049,56078,57171,2.92e-07,60.0,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_003862255.1@15_7,Porphyromonas gingivalis,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,34178,34149,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000768835.1@7_4,Porphyromonas gulae,MGV-GENOME-0361084,93.333,30,2,0,12192,12221,92708,0.017,44.1,27.713897398282786,,Complete,Bacteroides salyersiae,virulent,MGV
GCA_000768835.1@7_7,Porphyromonas gulae,TemPhD_cluster_59316,100.0,30,0,0,8786,8815,47858,2.92e-07,60.0,48.44122194826361,Caudovirales,High-quality,Porphyromonas gingivalis,temperate,TEMPHD
GCA_000768835.1@7_17,Porphyromonas gulae,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,96.552,29,1,0,7372,7344,51286,0.000281,50.1,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000768835.1@7_19,Porphyromonas gulae,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,48231,48202,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_028993465.1@6_1,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,93.333,30,2,0,10554,10525,57171,0.017,44.1,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_028993465.1@6_2,Porphyromonas gingivalis,MGV-GENOME-0211214,100.0,30,0,0,11622,11593,29957,2.92e-07,60.0,49.77801515505558,Caudovirales,Medium-quality,Bacteroides ovatus,virulent,MGV
GCA_028993465.1@6_2,Porphyromonas gingivalis,MGV-GENOME-0272237,100.0,30,0,0,1315,1286,35387,2.92e-07,60.0,48.2013168677763,Caudovirales,Medium-quality,Ruminiclostridium siraeum,temperate,MGV
GCA_001263815.1@15_4,Porphyromonas gingivalis,IMGVR_UViG_2600255045_000002|2600255045|2600278965|1087-49872,96.552,29,1,0,9083,9111,48786,0.000281,50.1,49.91800926495306,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_4,Porphyromonas gingivalis,IMGVR_UViG_2846822444_000001|2846822444|2846822444|1411026-1458836,96.552,29,1,0,7549,7577,47811,0.000281,50.1,50.235301499654895,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_4,Porphyromonas gingivalis,IMGVR_UViG_2855585092_000002|2855585092|2855585172|3283-47269,96.552,29,1,0,40550,40522,43987,0.000281,50.1,50.48764407665901,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_4,Porphyromonas gingivalis,IMGVR_UViG_2846820306_000001|2846820306|2846820306|552118-592473,96.552,29,1,0,36834,36806,40356,0.000281,50.1,50.44850827634056,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_4,Porphyromonas gingivalis,IMGVR_UViG_2571042235_000001|2571042235|2571059602|13605-56115,96.552,29,1,0,39073,39045,42511,0.000281,50.1,50.859777469360864,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_4,Porphyromonas gingivalis,IMGVR_UViG_3300045988_183125|3300045988|Ga0495776_172817,96.552,29,1,0,40001,39973,43617,0.000281,50.1,50.37943920948255,Caudoviricetes,High-quality,Porphyromonas,temperate,IMG_VR
GCA_001263815.1@15_6,Porphyromonas gingivalis,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,16876,16847,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_7,Porphyromonas gingivalis,IMGVR_UViG_2855585092_000002|2855585092|2855585172|3283-47269,100.0,30,0,0,7290,7319,43987,2.92e-07,60.0,50.48764407665901,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_7,Porphyromonas gingivalis,IMGVR_UViG_2846829876_000002|2846829876|2846829876|620851-664599,100.0,30,0,0,6064,6093,43749,2.92e-07,60.0,50.54515531783584,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_001263815.1@15_2,Porphyromonas gingivalis,MGV-GENOME-0211214,96.667,30,1,0,10518,10489,29957,7.11e-05,52.0,49.77801515505558,Caudovirales,Medium-quality,Bacteroides ovatus,virulent,MGV
GCA_001670615.1@3_7,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28448,28477,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_001670615.1@3_8,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8243,8214,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_000769475.1@5_2,Porphyromonas gulae,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,48202,48231,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000769475.1@5_10,Porphyromonas gulae,TemPhD_cluster_59316,100.0,30,0,0,8815,8786,47858,2.92e-07,60.0,48.44122194826361,Caudovirales,High-quality,Porphyromonas gingivalis,temperate,TEMPHD
GCA_000769475.1@5_13,Porphyromonas gulae,MGV-GENOME-0361084,93.333,30,2,0,12221,12192,92708,0.017,44.1,27.713897398282786,,Complete,Bacteroides salyersiae,virulent,MGV
GCA_001953955.1@16_2,Prevotella intermedia,MGV-GENOME-0230253,100.0,30,0,0,30216,30245,33365,2.92e-07,60.0,47.3849842649483,Caudovirales,Medium-quality,Bacteroides oleiciplenus,virulent,MGV
GCA_001953955.1@16_2,Prevotella intermedia,IMGVR_UViG_3300045988_176257|3300045988|Ga0495776_028221,100.0,30,0,0,46250,46279,49142,2.92e-07,60.0,42.3283545643238,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_001953955.1@16_2,Prevotella intermedia,uvig_99536,100.0,30,0,0,2018,1989,33323,2.92e-07,60.0,46.66146505416679,Caudovirales,Medium-quality,Prevotella stercorea,virulent,GPD
GCA_001953955.1@16_2,Prevotella intermedia,SRS147178_a1_ct16633_vs1,100.0,30,0,0,7658,7687,13300,2.92e-07,60.0,43.85714285714285,Siphoviridae,Low-quality,Prevotella,virulent,CHVD
GCA_001953955.1@16_2,Prevotella intermedia,SRS147094_a1_ct19299_vs01,100.0,30,0,0,31050,31079,41389,2.92e-07,60.0,44.27263282514678,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
GCA_001953955.1@16_2,Prevotella intermedia,SRS105100_a1_ct73602_vs01,100.0,30,0,0,30801,30830,33058,2.92e-07,60.0,47.365236856434144,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
GCA_001953955.1@16_2,Prevotella intermedia,SRS104915_a1_ct8085_vs01,100.0,30,0,0,4649,4620,39746,2.92e-07,60.0,43.33517838273034,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
GCA_001953955.1@16_2,Prevotella intermedia,SRS104830_a1_ct32814_vs1,100.0,30,0,0,54069,54098,60148,2.92e-07,60.0,38.16086985435925,Siphoviridae,Medium-quality,Prevotella,virulent,CHVD
GCA_001953955.1@16_2,Prevotella intermedia,SRS104704_a1_ct16072_vs1,100.0,30,0,0,37605,37634,43380,2.92e-07,60.0,44.54817888427847,Myoviridae,Medium-quality,Prevotella,virulent,CHVD
GCA_001953955.1@16_2,Prevotella intermedia,SRS050669_a1_ct26560_vs1,100.0,30,0,0,30395,30424,37500,2.92e-07,60.0,45.29866666666666,Siphoviridae,Medium-quality,Prevotella,virulent,CHVD
GCA_001953955.1@16_6,Prevotella intermedia,SRS149720_a1_ct5229,100.0,29,0,0,72237,72209,78562,1.15e-06,58.0,29.42389450370408,Myoviridae,High-quality,Bacteroides,virulent,CHVD
GCA_000765945.1@32_2,Porphyromonas gulae,IMGVR_UViG_2846822444_000001|2846822444|2846822444|1411026-1458836,100.0,30,0,0,30278,30249,47811,2.92e-07,60.0,50.235301499654895,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000765945.1@32_2,Porphyromonas gulae,IMGVR_UViG_2841427693_000001|2841427693|2841427693|1483722-1524627,100.0,30,0,0,17505,17534,40906,2.92e-07,60.0,49.07593018139148,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000765945.1@32_1,Porphyromonas gulae,Ma_2019_SRR413708_NODE_634_length_34665_cov_13.908610,93.333,30,2,0,30690,30719,34665,0.017,44.1,39.54997836434444,Caudovirales,Not-determined,Bacteroides xylanisolvens,virulent,GVD
