operon_id,type,subtype,length
GCA_024494645.1@4,I,I-B,10960
GCA_024494655.1@20,I,I-B,10702
GCA_024494655.1@27,V,V-F,3090
GCA_024494685.1@6,I,I-D,13295
GCA_024496105.1@7,Unknown,,3769
GCA_024498155.1@7,II,II-A,5177
GCA_024498195.1@8,I,I-B,13774
GCA_024498275.1@3,II,II-A,6321
GCA_024498295.1@10,III,III-A,9625
GCA_024498295.1@6,I,I-C,12702
GCA_024498315.1@3,I,I-E,15022
GCA_024498375.1@16,I,I-F,9361
GCA_024498375.1@26,Unknown,,3075
GCA_024498395.1@16,I,I-F,9361
GCA_024498395.1@26,Unknown,,3075
GCA_024498415.1@17,I,I-F,9420
GCA_024498415.1@26,Unknown,,3075
GCA_024498695.1@8,I,I-E,10823
GCA_024498735.1@8,I,I-E,10823
GCA_024498755.1@8,I,I-E,10823
GCA_024498775.1@16,I,I-E,9540
GCA_024498795.1@8,I,I-E,10823
GCA_024498815.1@8,I,I-E,10823
GCA_024498835.1@16,I,I-E,9540
GCA_024498855.1@16,I,I-E,9540
GCA_024498875.1@16,I,I-E,9540
GCA_024498955.1@3,I,I-A,6047
GCA_024499035.1@9,I,I-F,11795
GCA_024499285.1@5,I,I-C,15035
GCA_024499545.1@5,II,II-A,7179
GCA_024500045.1@4,I,I-E,12236
GCA_024505045.1@12,I,I-F,9230
GCA_024505055.1@2,I,I-E,5392
GCA_024505055.1@5,I,I-F,9466
GCA_024505165.1@1,I,I-C,9331
GCA_024505165.1@6,I,I-F,7503
GCA_024505165.1@8,I,I-A,4038
GCA_024505185.1@1,I,I-F,9214
GCA_024505185.1@21,I,I-F,6952
GCA_024505185.1@23,I,I-A,4526
GCA_024506375.1@6,I,I-F,10365
GCA_024506395.1@4,I,I-B,10492
GCA_024506455.1@11,I,I-F,12690
GCA_024507975.1@16,Unknown,,2870
GCA_024508235.1@16,I,I-B,12614
GCA_024508235.1@6,Unknown,,1410
GCA_024508315.1@5,I,I-E,14295
GCA_024508375.2@7,I,I-E,11894
GCA_024509915.1@33,I,I-B,10680
GCA_024509915.1@4,I,I-B,12247
GCA_024515975.1@5,II,II-A,4838
GCA_024519215.1@6,Unknown,,2704
GCA_024519315.1@15,V,V-F,1854
GCA_024519345.1@31,I,I-B,14234
GCA_024519345.1@43,I,I-E,17251
GCA_024519345.1@6,Unknown,,2855
GCA_024519415.1@34,Unknown,,6405
GCA_024519415.1@4,Unknown,,2852
GCA_024519655.1@7,I,I-C,9276
GCA_024519685.1@7,I,I-C,9276
GCA_024519755.1@16,I,I-E,12333
GCA_024519755.1@9,I,I-E,9925
GCA_024526015.1@19,I,I-B,6743
GCA_024526015.1@4,I,I-C,11276
GCA_024526015.1@55,Unknown,,3850
GCA_024526695.1@3,I,I-B,12849
GCA_024529955.1@19,III,III-D,10179
GCA_024529955.1@20,I,I-A,3313
GCA_024529955.1@7,Unknown,,1256
GCA_024529975.1@22,Unknown,,3319
GCA_024529975.1@35,I,I-F,13883
GCA_024529975.1@9,Unknown,,2436
GCA_024536015.1@7,II,II-A,5217
GCA_024539955.1@5,I,I-E,9731
GCA_024543085.1@13,II,II-A,8705
GCA_024543085.1@4,V,V-A,8351
GCA_024580155.1@20,I,I-F,14040
GCA_024580155.1@9,Unknown,,1928
GCA_024580315.1@9,II,II-A,5861
GCA_024580835.1@6,I,I-A,5083
GCA_024582815.1@4,I,I-F,10201
GCA_024582835.1@4,I,I-F,10180
GCA_024582915.1@7,II,II-A,6501
GCA_024583015.1@7,II,II-A,6501
GCA_024583035.1@7,II,II-A,5008
GCA_024583175.1@6,I,I-F,13087
GCA_024583975.1@6,II,II-A,6302
GCA_024584025.1@11,III,III-D,13641
GCA_024584025.1@6,II,II-A,6149
GCA_024584055.1@4,III,III-D,13043
GCA_024584095.1@5,I,I-B,12129
GCA_024584115.1@3,III,III-D,18318
GCA_024584135.1@7,II,II-A,5121
GCA_024584435.1@15,III,III-D,16340
GCA_024584435.1@22,I,I-E,11064
GCA_024584435.1@7,I,I-A,12604
GCA_024584665.1@17,Unknown,,1669
GCA_024584665.1@29,I,I-B,8266
GCA_024584705.1@14,I,I-C,11665
GCA_024584745.1@100,V,V-K,5483
GCA_024584745.1@33,III,III-D,15312
GCA_024584745.1@34,I,I-A,11337
GCA_024584745.1@73,I,I-D,19077
GCA_024584745.1@8,I,I-D,27919
GCA_024584745.1@81,Unknown,,2833
GCA_024584785.1@8,I,I-E,9366
GCA_024586545.1@6,II,II-A,5215
GCA_024586555.1@11,II,II-A,5215
GCA_024586575.1@8,II,II-A,9433
GCA_024586945.1@5,II,II-A,5829
GCA_024586965.1@6,II,II-A,5347
GCA_024587035.1@5,I,I-G,10615
GCA_024587045.1@6,II,II-A,5522
GCA_024587095.1@5,I,I-G,10542
GCA_024587105.1@5,II,II-A,5395
GCA_024589875.1@19,I,I-C,8769
GCA_024589905.1@23,I,I-C,8689
GCA_024590065.1@20,I,I-C,5893
GCA_024590495.1@23,I,I-C,8609
GCA_024590555.1@12,I,I-C,13537
GCA_024590655.1@29,I,I-C,8966
GCA_024590655.1@36,Unknown,,3692
GCA_024590735.1@12,I,I-C,14166
GCA_024590775.1@26,I,I-C,8945
GCA_024590815.1@15,I,I-C,9013
GCA_024590965.1@24,I,I-C,8612
GCA_024591225.1@18,I,I-C,8890
GCA_024591295.1@19,I,I-C,9032
GCA_024591295.1@26,Unknown,,4012
GCA_024591395.1@31,I,I-C,8769
GCA_024591405.1@14,I,I-C,9913
GCA_024591495.1@35,I,I-C,11684
GCA_024591495.1@6,Unknown,,2169
GCA_024591625.1@7,I,I-C,8627
GCA_024591815.1@7,I,I-C,8612
GCA_024592035.1@21,I,I-C,9239
GCA_024592035.1@6,Unknown,,2169
GCA_024592055.1@21,I,I-C,9239
GCA_024592055.1@6,Unknown,,2169
GCA_024592255.1@17,I,I-C,9032
GCA_024592275.1@19,I,I-C,9100
GCA_024592275.1@26,Unknown,,3559
GCA_024592425.1@15,I,I-C,8620
GCA_024592455.1@18,Unknown,,4417
GCA_024592455.1@25,I,I-C,8966
GCA_024592595.1@4,I,I-C,15315
GCA_024599915.1@5,III,III-D,18682
GCA_024599955.1@5,II,II-A,4960
GCA_024606245.1@2,I,I-A,5358
GCA_024606265.1@1,I,I-E,13390
GCA_024606265.1@9,I,I-F_T,5245
GCA_024606275.1@5,I,I-E,17158
GCA_024606345.1@1,I,I-E,12499
GCA_024606345.1@10,Unknown,,4719
GCA_024606345.1@5,I,I-F_T,5404
GCA_024606365.1@1,I,I-F,5973
GCA_024608615.1@7,Unknown,,3574
GCA_024609215.3@6,II,II-A,7887
GCA_024609805.1@14,I,I-A,2775
GCA_024609805.1@19,III,III-D,10157
GCA_024609805.1@7,I,I-A,5998
GCA_024611115.1@8,II,II-A,2743
GCA_024611995.1@10,I,I-E,11055
GCA_024614185.1@20,I,I-E,14978
GCA_024621765.1@7,I,I-B,13097
GCA_024621905.1@1,I,I-B,6724
GCA_024621905.1@3,I,I-A,4627
GCA_024622025.1@10,II,II-A,8411
GCA_024622025.1@6,I,I-C,8205
GCA_024622115.1@25,I,I-C,11473
GCA_024622115.1@5,III,III-D,10391
GCA_024622135.1@7,I,I-B,7103
GCA_024622165.1@2,I,I-C,11473
GCA_024622165.1@28,III,III-D,10391
GCA_024622185.1@6,Unknown,,2166
GCA_024622185.1@8,I,I-C,11303
GCA_024622195.1@2,I,I-C,11473
GCA_024622195.1@36,III,III-D,10391
GCA_024622235.1@8,I,I-B,17578
GCA_024622265.1@2,I,I-C,12654
GCA_024622505.1@20,I,I-B,11759
GCA_024622505.1@9,I,I-B,8027
GCA_024622565.1@11,I,I-C,9157
GCA_024622565.1@7,I,I-C,9333
GCA_024622615.1@6,I,I-C,9485
GCA_024622705.1@7,I,I-C,13594
GCA_024622735.1@19,I,I-C,8954
GCA_024622735.1@28,Unknown,,1140
GCA_024622735.1@37,I,I-A,5379
GCA_024622785.1@3,I,I-B,15126
GCA_024622785.1@5,Unknown,,3118
GCA_024622805.1@3,I,I-B,14139
GCA_024622895.1@15,Unknown,,6949
GCA_024622895.1@22,III,III-A,10865
GCA_024622895.1@28,II,II-A,5975
GCA_024622895.1@6,I,I-B,12116
GCA_024622895.1@7,II,II-A,10403
GCA_024622975.1@1,I,I-A,3322
GCA_024623005.1@1,I,I-A,3881
GCA_024623045.1@18,I,I-A,2341
GCA_024623045.1@29,Unknown,,4210
GCA_024623045.1@6,I,I-C,9158
GCA_024623155.1@10,I,I-B,18422
GCA_024623155.1@18,Unknown,,2033
GCA_024623155.1@28,Unknown,,5578
GCA_024623185.1@14,Unknown,,2739
GCA_024623345.1@3,I,I-A,1773
GCA_024623595.1@13,Unknown,,975
GCA_024623785.1@40,I,I-C,9747
GCA_024623785.1@58,Unknown,,4700
GCA_024626465.1@33,Unknown,,971
GCA_024628785.1@1,I,I-B,9384
GCA_024628805.1@5,II,II-A,9995
GCA_024637875.1@4,II,II-A,10018
GCA_024637915.1@6,II,II-A,8840
GCA_024637935.1@8,I,I-E,11083
GCA_024637975.1@15,V,V-F,5057
GCA_024637975.1@3,I,I-E,9929
GCA_024642815.1@17,I,I-C,4476
GCA_024642815.1@27,Unknown,,5132
GCA_024642815.1@9,I,I-C,9818
GCA_024648845.1@16,Unknown,,7282
GCA_024648845.1@30,I,I-E,9758
GCA_024652885.1@19,I,I-B,9944
GCA_024652885.1@6,II,II-A,6783
GCA_024654725.1@3,Unknown,,1463
GCA_024654725.1@31,I,I-F,9272
GCA_024655165.1@28,I,I-F,10087
GCA_024655705.1@3,V,V-F,2119
GCA_024655835.1@22,I,I-F,10562
GCA_024655985.1@1,I,I-F,1557
GCA_024656025.1@11,IV,IV-B,7806
GCA_024656025.1@4,I,I-C,10598
GCA_024656045.1@2,II,II-A,3861
GCA_024661895.1@28,III,III-A,13843
GCA_024662415.1@8,I,I-F,11512
GCA_024664235.1@8,I,I-F,11091
GCA_024664255.1@8,I,I-F,11211
GCA_024665195.1@20,I,I-E,10542
GCA_024665195.1@5,II,II-A,7638
GCA_024665315.1@17,III,III-A,8622
GCA_024665315.1@31,II,II-A,7049
GCA_024665315.1@6,II,II-A,6979
GCA_024665615.1@14,I,I-E,10172
GCA_024665615.1@5,I,I-A,12906
GCA_024665815.1@6,II,II-A,7592
GCA_024665995.1@4,I,I-E,11000
GCA_024666385.1@17,Unknown,,1675
GCA_024677985.1@13,I,I-C,10909
GCA_024677985.1@4,I,I-C,11099
GCA_024678005.1@2,I,I-C,10776
GCA_024678005.1@20,I,I-C,10768
GCA_024678085.1@25,I,I-C,10568
GCA_024678085.1@6,I,I-C,11045
GCA_024699985.1@4,Unknown,,3562
GCA_024701395.1@6,I,I-C,18146
GCA_024701475.1@8,I,I-C,18146
GCA_024701915.1@6,I,I-C,10827
GCA_024703995.1@4,III,III-B,12890
GCA_024704385.1@4,I,I-E,13052
GCA_024705665.1@12,I,I-B,9227
GCA_024705665.1@18,II,II-A,8332
GCA_024705665.1@21,III,III-D,19417
GCA_024706985.1@8,I,I-G,10493
GCA_024707485.1@3,I,I-B,12212
GCA_024718205.1@6,I,I-E,11250
GCA_024718525.1@35,II,II-A,3346
GCA_024721095.2@22,I,I-F,9099
GCA_024721115.1@4,I,I-C,10220
GCA_024721305.1@5,I,I-C,21326
GCA_024721565.1@5,II,II-A,9155
GCA_024721975.1@4,Unknown,,5717
GCA_024721995.1@6,I,I-C,13816
GCA_024722275.1@5,I,I-E,1430
GCA_024722295.1@5,I,I-E,1430
GCA_024722315.1@8,I,I-A,2819
GCA_024722395.1@8,II,II-A,7398
GCA_024722495.1@8,I,I-E,11398
GCA_024722515.1@6,I,I-E,11436
GCA_024723355.1@1,I,I-A,5036
GCA_024723395.1@16,II,II-A,7022
GCA_024723395.1@8,III,III-A,14088
GCA_024723455.1@14,III,III-A,14088
GCA_024723455.1@6,II,II-A,7157
GCA_024723485.1@7,II,II-A,6204
GCA_024723495.1@8,II,II-A,6562
GCA_024723675.1@6,II,II-A,5022
GCA_024723695.1@7,II,II-A,5157
GCA_024723775.1@21,Unknown,,3606
GCA_024723775.1@3,Unknown,,1713
GCA_024723825.1@13,I,I-B,12370
GCA_024723825.1@3,I,I-B,9994
GCA_024730625.1@32,I,I-B,11065
GCA_024730725.1@24,I,I-C,10708
GCA_024730725.1@4,I,I-C,10702
GCA_024730745.1@6,I,I-A,8809
GCA_024731205.1@20,III,III-A,8798
GCA_024731205.1@32,II,II-A,8297
GCA_024731205.1@6,II,II-A,9618
GCA_024732405.1@8,II,II-A,8159
GCA_024733345.1@5,I,I-F,13314
GCA_024733555.1@17,I,I-B,11822
GCA_024733725.1@18,I,I-E,9186
GCA_024733725.1@5,II,II-A,7155
GCA_024733775.1@7,V,V-F,1822
GCA_024733785.1@13,I,I-A,880
GCA_024733785.1@4,V,V-A,6487
GCA_024733845.1@7,I,I-C,8661
GCA_024734405.1@7,I,I-E,15948
GCA_024741135.1@5,Unknown,,664
GCA_024741155.1@3,I,I-F,11660
GCA_024741235.1@5,I,I-C,13317
GCA_024741855.1@8,I,I-E,10437
GCA_024741985.1@5,I,I-C,7317
GCA_024742015.1@10,II,II-A,5345
GCA_024742155.1@2,II,II-A,10632
GCA_024746795.1@8,Unknown,,3449
GCA_024746855.1@6,I,I-E,18565
GCA_024749365.1@7,Unknown,,5538
GCA_024752075.1@6,I,I-E,11033
GCA_024752535.1@24,I,I-E,9774
GCA_024752535.1@36,I,I-E,13337
GCA_024752535.1@40,Unknown,,8849
GCA_024753015.1@9,Unknown,,3166
GCA_024753165.1@8,Unknown,,3561
GCA_024753285.1@8,Unknown,,5761
GCA_024756125.1@6,Unknown,,849
GCA_024756155.1@11,I,I-B,14098
GCA_024758045.1@16,II,II-A,6653
GCA_024758045.1@4,I,I-C,9574
GCA_024758105.1@13,III,III-B,15352
GCA_024758125.1@15,I,I-B,12082
GCA_024758125.1@5,II,II-A,7769
GCA_024758185.1@2,III,III-B,15429
GCA_024758225.1@6,II,II-A,8964
GCA_024758245.1@14,I,I-C,12790
GCA_024758245.1@5,II,II-A,6015
GCA_024758265.1@5,I,I-A,2879
GCA_024758305.1@22,III,III-B,15299
GCA_024758305.1@5,II,II-A,7845
GCA_024758545.1@5,Unknown,,4232
GCA_024758565.1@5,II,II-A,13183
GCA_024758585.1@11,II,II-A,10759
GCA_024758625.1@4,I,I-E,10524
GCA_024758645.1@15,I,I-B,14548
GCA_024758685.1@15,I,I-F,9421
GCA_024758685.1@7,Unknown,,3075
GCA_024759005.1@22,III,III-B,15297
GCA_024759005.1@5,II,II-A,7845
GCA_024759065.1@5,I,I-A,2271
GCA_024759105.1@7,I,I-B,11949
GCA_024759205.1@3,II,II-A,9398
GCA_024759285.1@5,I,I-B,13638
GCA_024759305.1@5,III,III-B,9283
GCA_024759405.1@16,II,II-A,8338
GCA_024759405.1@7,I,I-B,15326
GCA_024759425.1@7,I,I-C,13860
GCA_024759485.1@5,II,II-A,10129
GCA_024759565.1@8,I,I-C,9708
GCA_024759605.1@23,III,III-B,14579
GCA_024759605.1@5,I,I-A,2881
GCA_024759625.1@14,I,I-C,12311
GCA_024759725.1@2,III,III-B,15422
GCA_024759745.1@4,II,II-A,10129
GCA_024759765.1@7,II,II-A,8718
GCA_024759785.1@7,II,II-A,9631
GCA_024759805.1@14,III,III-B,14367
GCA_024759885.1@26,III,III-B,14157
GCA_024759945.1@23,III,III-B,14905
GCA_024759945.1@36,I,I-B,5602
GCA_024759945.1@6,II,II-A,8068
GCA_024759965.1@3,I,I-C,9114
GCA_024760045.1@6,II,II-A,6820
GCA_024760145.1@7,I,I-B,9934
GCA_024760225.1@7,II,II-A,9645
GCA_024760245.1@3,I,I-C,9580
GCA_024760265.1@2,III,III-B,14430
GCA_024760285.1@5,II,II-A,8033
GCA_024760305.1@19,I,I-A,3865
GCA_024760305.1@7,I,I-A,691
GCA_024760425.1@10,I,I-B,11562
GCA_024760425.1@16,I,I-B,12612
GCA_024760485.1@13,I,I-E,14566
GCA_024760485.1@6,I,I-E,1923
GCA_024760565.1@21,I,I-E,11918
GCA_024760565.1@50,Unknown,,5461
GCA_024760565.1@55,I,I-C,8536
GCA_024762155.1@6,II,II-A,7100
GCA_024790395.1@6,I,I-F,9867
GCA_024791305.1@3,I,I-B,13638
GCA_024792215.1@4,II,II-A,7828
GCA_024793945.1@16,III,III-D,13001
GCA_024793945.1@24,I,I-B,16809
GCA_024799705.1@5,II,II-A,7919
GCA_024799745.1@19,I,I-B,11691
GCA_024799745.1@3,III,III-B,15078
GCA_024800585.1@5,II,II-A,6727
GCA_024800685.1@5,II,II-A,7825
GCA_024800705.1@7,I,I-B,8012
GCA_024802545.1@6,I,I-F,14696
GCA_024803445.1@3,I,I-E,10852
GCA_024803465.1@3,I,I-E,12746
GCA_024803565.1@2,I,I-E,12396
GCA_024803585.1@15,I,I-E,11420
GCA_024803585.1@4,I,I-E,10864
GCA_024806495.1@4,II,II-A,8967
GCA_024806525.1@18,I,I-B,6647
GCA_024806685.1@3,I,I-B,15743
GCA_024806695.1@17,V,V-F,1850
GCA_024806695.1@3,V,V-F,1856
GCA_024806755.1@6,I,I-C,14403
GCA_024806795.1@4,I,I-C,12144
GCA_024806815.1@3,I,I-E,13821
GCA_024806885.1@15,I,I-E,8201
GCA_024806885.1@18,I,I-C,6080
GCA_024806885.1@6,I,I-B,6647
GCA_024806915.1@3,I,I-E,11377
GCA_024806955.1@7,I,I-A,1905
GCA_024806955.1@8,III,III-D,22230
GCA_024807135.1@14,Unknown,,5577
GCA_024807135.1@3,I,I-B,25111
GCA_024807135.1@4,III,III-A,5696
GCA_024807175.1@6,III,III-B,10728
GCA_024807175.1@8,I,I-A,1901
GCA_024807195.1@23,III,III-A,21262
GCA_024807195.1@39,III,III-B,12466
GCA_024807195.1@56,V,V-F1,19228
GCA_024807215.1@5,I,I-F,15133
GCA_024807255.1@17,I,I-E,16535
GCA_024807255.1@18,I,I-A,5214
GCA_024807255.1@25,I,I-E,7543
GCA_024807315.1@10,V,V-F,2261
GCA_024807315.1@6,I,I-E,8477
GCA_024807355.1@6,I,I-C,14403
GCA_024807375.1@5,I,I-F,15133
GCA_024807395.1@17,I,I-C,6080
GCA_024807395.1@24,I,I-B,6647
GCA_024807435.1@7,I,I-E,11500
GCA_024807455.1@7,I,I-E,7853
GCA_024807575.1@5,I,I-F,15133
GCA_024807635.1@6,Unknown,,8767
GCA_024807655.1@19,I,I-B,26677
GCA_024807655.1@22,III,III-B,9332
GCA_024807655.1@31,I,I-B,14424
GCA_024808015.1@5,I,I-C,12932
GCA_024808115.1@7,I,I-E,11133
GCA_024808135.1@5,I,I-E,7877
GCA_024808155.1@28,I,I-A,4587
GCA_024808155.1@5,I,I-E,6742
GCA_024808175.1@17,I,I-E,15890
GCA_024808215.1@1,I,I-E,13821
GCA_024808275.1@15,I,I-B,15743
GCA_024808315.1@2,I,I-B,13344
GCA_024808335.1@5,I,I-C,13401
GCA_024808355.1@6,I,I-C,12775
GCA_024808665.1@8,II,II-A,8723
GCA_024808695.1@6,Unknown,,8767
GCA_024808715.1@9,I,I-C,5624
GCA_024808755.1@4,I,I-F,10185
GCA_024808775.1@13,I,I-B,15051
GCA_024808775.1@6,I,I-C,9129
GCA_024808815.1@1,III,III-D,24294
GCA_024808815.1@3,I,I-E,11776
GCA_024808815.1@9,I,I-B,14236
GCA_024808995.1@6,I,I-E,14869
GCA_024809055.1@7,I,I-E,10869
GCA_024809115.1@19,I,I-B,14983
GCA_024809285.1@6,I,I-E,15150
GCA_024809495.1@10,I,I-G,11018
GCA_024809515.1@8,I,I-E,13061
GCA_024809675.1@6,I,I-B,7646
GCA_024809725.1@9,I,I-C,5624
GCA_024809755.1@18,V,V-F,2549
GCA_024809755.1@26,I,I-B,6231
GCA_024809755.1@5,Unknown,,10901
GCA_024809755.1@7,I,I-A,3742
GCA_024809855.1@7,I,I-C,12365
GCA_024809955.1@6,IV,IV-B,4550
GCA_024809985.1@5,I,I-C,13198
GCA_024810075.1@7,IV,IV-B,8216
GCA_024810195.1@4,II,II-A,7584
GCA_024813435.1@5,Unknown,,665
GCA_024814355.1@4,II,II-A,7428
GCA_024814365.1@6,I,I-E,11820
GCA_024814515.1@19,I,I-E,11637
GCA_024814735.1@13,I,I-F,10566
GCA_024814735.1@3,I,I-G,16090
GCA_024832295.1@1,I,I-E,20416
GCA_024832785.2@26,III,III-B,15677
GCA_024832785.2@31,II,II-A,15674
GCA_024832785.2@6,III,III-A,3484
GCA_024834055.1@15,I,I-E,12431
GCA_024917295.1@14,I,I-F,11514
GCA_024917295.1@5,IV,IV-B,4033
GCA_024919435.1@8,Unknown,,4053
GCA_024927865.1@17,II,II-A,6391
GCA_024927865.1@29,II,II-A,6532
GCA_024927925.1@19,I,I-D,12041
GCA_024927925.1@7,V,V-B1,6259
GCA_024927945.1@4,I,I-C,10566
GCA_024927965.1@39,I,I-E,15122
GCA_024958695.1@3,I,I-B,18190
GCA_024968245.1@4,I,I-E,9523
GCA_024968265.1@8,I,I-E,10379
GCA_024968285.1@8,I,I-E,10440
GCA_024968405.1@17,II,II-A,4688
GCA_024968405.1@4,I,I-E,10195
GCA_024968525.1@5,I,I-E,10940
GCA_024968705.1@5,I,I-E,10940
GCA_024969205.1@8,I,I-E,9647
GCA_024969365.1@4,I,I-E,10257
GCA_024969425.1@8,I,I-E,9523
GCA_024969445.1@5,I,I-E,10940
GCA_024969465.1@4,I,I-E,9523
GCA_024969485.1@4,I,I-E,9646
GCA_024969505.1@5,I,I-E,10940
GCA_024969525.1@4,I,I-E,10074
GCA_024969545.1@5,I,I-E,10940
GCA_024969565.1@4,I,I-E,9951
GCA_024970065.1@15,II,II-A,8219
GCA_024970165.1@5,II,II-A,7514
GCA_024971955.1@31,I,I-F,11395
GCA_024971955.1@4,I,I-E,10566
GCA_024972735.1@8,I,I-B,10989
GCA_024972795.1@3,I,I-E,13328
GCA_024972815.1@5,I,I-C,10677
GCA_024972875.1@6,II,II-A,10985
GCA_024997845.1@8,Unknown,,3561
GCA_024998995.1@7,I,I-F,12916
GCA_024999075.1@4,I,I-F_T,5341
GCA_024999175.1@7,I,I-F,12916
GCA_024999215.1@2,III,III-B,10650
GCA_024999845.1@1,I,I-E,12411
GCA_024999845.1@3,II,II-A,14360
GCA_025000005.1@6,Unknown,,942
GCA_025000145.1@6,II,II-A,6525
GCA_025000165.1@13,I,I-E,12220
GCA_025000165.1@3,I,I-E,10220
GCA_025034155.1@5,I,I-E,14520
GCA_025035885.1@21,III,III-D,18697
GCA_025035885.1@4,I,I-B,18616
GCA_025041155.1@27,III,III-A,10896
GCA_025041155.1@40,Unknown,,1768
GCA_025041155.1@47,I,I-B,12749
GCA_025041155.1@74,I,I-D,10924
GCA_025041175.1@8,I,I-B,9877
GCA_025041195.1@27,I,I-B,11416
GCA_025041195.1@59,I,I-B,26598
GCA_025041195.1@6,Unknown,,2216
GCA_025041195.1@69,I,I-B,9124
GCA_025041195.1@9,I,I-D,16298
GCA_025041195.1@90,I,I-B,11890
GCA_025041215.1@13,I,I-D,11696
GCA_025041215.1@28,I,I-B,11280
GCA_025041235.1@10,Unknown,,1478
GCA_025041235.1@23,III,III-A,10311
GCA_025041235.1@61,I,I-B,14259
GCA_025041235.1@75,I,I-B,10962
GCA_025060755.1@12,I,I-C,8523
GCA_025060755.1@19,III,III-D,12315
GCA_025060755.1@5,III,III-A,4598
GCA_025106035.1@6,IV,IV-B,2700
GCA_025106035.1@7,I,I-E,11417
GCA_025122095.1@5,II,II-A,7331
GCA_025122105.1@6,II,II-A,7331
GCA_025122375.1@16,I,I-E,10744
GCA_025122375.1@6,II,II-A,6470
GCA_025122395.1@2,II,II-A,13567
GCA_025122395.1@7,I,I-E,15189
GCA_025122405.1@2,I,I-E,10846
GCA_025122405.1@4,II,II-A,13567
GCA_025122425.1@1,II,II-A,6821
GCA_025122555.1@1,Unknown,,2153
GCA_025127155.1@9,II,II-A,1070
GCA_025128075.1@8,III,III-B,17579
GCA_025128095.1@1,I,I-A,2544
GCA_025128115.1@8,III,III-B,17506
GCA_025128255.1@2,I,I-G,7246
GCA_025128275.1@1,III,III-B,11949
GCA_025129035.1@1,II,II-A,6864
GCA_025129355.1@4,II,II-A,7633
GCA_025132795.1@3,II,II-A,7117
GCA_025132915.1@6,II,II-A,6432
GCA_025133135.1@1,II,II-A,5206
GCA_025133135.1@3,Unknown,,1164
GCA_025133285.1@51,I,I-E,17271
GCA_025133285.1@89,I,I-C,11926
GCA_025135795.1@7,II,II-A,2744
GCA_025135955.1@103,I,I-B,8226
GCA_025136135.1@103,I,I-B,11037
GCA_025136135.1@46,V,V-F,5022
GCA_025137375.1@14,I,I-E,10518
GCA_025137375.1@35,I,I-E,7988
GCA_025137375.1@5,I,I-C,9405
GCA_025137495.1@6,II,II-A,7186
GCA_025139955.1@4,I,I-E,11017
GCA_025141175.1@8,II,II-A,6686
GCA_025142945.1@7,I,I-B,12844
GCA_025143345.1@7,Unknown,,8321
GCA_025143565.1@1,I,I-E,5806
GCA_025143585.1@2,I,I-E,12373
GCA_025143705.1@6,II,II-A,6014
GCA_025143745.1@10,I,I-E,12373
GCA_025143865.1@8,I,I-E,10802
GCA_025144365.1@13,V,V-F,2082
GCA_025144545.1@7,II,II-A,8583
GCA_025144665.1@6,II,II-A,9425
GCA_025144775.1@4,I,I-E,14004
GCA_025144995.1@6,Unknown,,1656
GCA_025145205.1@17,I,I-E,12877
GCA_025145205.1@6,V,V-F,2123
GCA_025145235.1@7,I,I-E,12877
GCA_025145255.1@4,I,I-E,10523
GCA_025145755.1@11,I,I-B,12891
GCA_025145845.1@6,II,II-A,5840
GCA_025145945.1@11,I,I-B,12891
GCA_025145985.1@4,I,I-G,8664
GCA_025146005.1@44,I,I-B,19149
GCA_025146005.1@6,I,I-B,11192
GCA_025146275.1@11,I,I-B,12891
GCA_025146415.1@4,II,II-A,8124
GCA_025146585.1@25,II,II-A,7656
GCA_025146585.1@6,V,V-A,9804
GCA_025146605.1@7,I,I-B,12844
GCA_025146925.1@6,I,I-B,7213
GCA_025147085.1@13,II,II-A,10567
GCA_025147085.1@6,II,II-A,13547
GCA_025147655.1@21,V,V-F,2403
GCA_025147875.1@16,Unknown,,11811
GCA_025147905.1@5,III,III-A,11204
GCA_025147935.1@3,I,I-E,11322
GCA_025148225.1@16,V,V-A,6947
GCA_025148225.1@26,II,II-A,6204
GCA_025148285.1@6,I,I-C,9447
GCA_025148405.1@7,I,I-A,2613
GCA_025148635.1@47,II,II-A,7251
GCA_025148785.1@20,III,III-A,13268
GCA_025148785.1@4,II,II-A,6173
GCA_025148865.1@4,I,I-G,8664
GCA_025148965.1@6,I,I-B,10526
GCA_025149065.1@3,II,II-A,5100
GCA_025149125.1@17,III,III-D,10220
GCA_025149125.1@27,I,I-C,25054
GCA_025149285.1@19,I,I-C,8565
GCA_025149285.1@29,Unknown,,3649
GCA_025149365.1@4,I,I-E,12373
GCA_025149465.1@16,II,II-A,5951
GCA_025149465.1@5,I,I-A,5862
GCA_025149825.1@3,Unknown,,1335
GCA_025149885.1@5,V,V-F,2180
GCA_025149915.1@8,I,I-C,13603
GCA_025150085.1@4,II,II-A,7218
GCA_025150265.1@6,I,I-G,8664
GCA_025150325.1@10,I,I-E,12373
GCA_025150385.1@4,I,I-E,12374
GCA_025150395.1@2,I,I-E,9464
GCA_025150425.1@16,I,I-C,15010
GCA_025150425.1@29,V,V-F,1916
GCA_025150425.1@6,VI,VI,10912
GCA_025150685.1@4,I,I-E,12374
GCA_025150745.1@6,II,II-A,6724
GCA_022509445.1@6,III,III-A,9205
GCA_022509545.1@4,I,I-E,11974
GCA_022511695.1@7,II,II-A,8930
GCA_022513635.1@17,II,II-A,6597
